category,month,total_sales,total_profit
Furniture,Sep,231529.0,40261.0
Furniture,Oct,201506.0,36859.0
Furniture,Mar,244092.0,43837.0
Office Supplies,Feb,583276.0,103549.0
Technology,Jul,217796.0,39316.0
Office Supplies,Dec,703171.0,126251.0
Furniture,Aug,204862.0,36669.0
Office Supplies,Jul,569798.0,101986.0
Office Supplies,Jun,511077.0,91975.0
Technology,Sep,186044.0,32159.0
Technology,Dec,237691.0,41602.0
Technology,Jun,252547.0,45438.0
Office Supplies,Jan,658700.0,119501.0
Technology,Aug,212889.0,37059.0
Technology,Oct,261919.0,43098.0
Technology,Jan,239734.0,44857.0
Office Supplies,Mar,632137.0,107060.0
Office Supplies,Aug,569873.0,104320.0
Office Supplies,Sep,580430.0,99650.0
Office Supplies,Oct,625333.0,107323.0
Furniture,Nov,201869.0,34550.0
Office Supplies,Nov,572354.0,98501.0
Technology,May,214099.0,36259.0
Furniture,Feb,175616.0,32765.0
Office Supplies,Apr,559045.0,100212.0
Furniture,Jan,195803.0,34430.0
Furniture,Jun,196757.0,35544.0
Technology,Nov,253549.0,44422.0
Technology,Mar,215283.0,37952.0
Technology,Feb,200913.0,32633.0
Furniture,Apr,229508.0,41321.0
Technology,Apr,224397.0,38914.0
Furniture,Dec,209011.0,37445.0
Office Supplies,May,605044.0,107344.0
Furniture,Jul,173697.0,31273.0
Furniture,May,206914.0,39041.0
