state,total_sales,total_customers
Alabama,115503.0,72
Arizona,439646.0,230
Arkansas,89967.0,22
California,3596320.0,1737
Colorado,451976.0,233
Connecticut,138916.0,75
Delaware,119970.0,57
District of Columbia,17817.0,14
Florida,669248.0,299
Georgia,258393.0,154
Illinois,933798.0,470
Indiana,224968.0,117
Iowa,38719.0,22
Kansas,44332.0,12
Kentucky,355532.0,147
Louisiana,87726.0,41
Maryland,52750.0,28
Massachusetts,236082.0,118
Michigan,313839.0,155
Minnesota,267244.0,125
Mississippi,101376.0,52
Missouri,129478.0,67
Nebraska,20843.0,12
Nevada,37964.0,21
New Hampshire,41116.0,25
New Jersey,279736.0,138
New Mexico,48492.0,33
New York,1803574.0,915
North Carolina,545505.0,317
Ohio,819391.0,417
Oklahoma,67336.0,34
Oregon,69151.0,32
Pennsylvania,987765.0,521
Rhode Island,93602.0,54
South Dakota,19956.0,10
Tennessee,277296.0,154
Texas,1729246.0,854
Utah,86573.0,57
Virginia,350945.0,171
Washington,888393.0,445
Wisconsin,143054.0,93
