segment,month_name,total_sales,total_profit
Corporate,Oct,404003.0,70390.0
Home Office,Jul,275527.0,47752.0
Consumer,Jul,623498.0,109435.0
Corporate,Mar,379172.0,64497.0
Consumer,Nov,602480.0,103689.0
Home Office,Aug,213735.0,35946.0
Consumer,Aug,664417.0,121239.0
Corporate,Aug,364033.0,63666.0
Home Office,Apr,218881.0,39012.0
Consumer,Jun,656150.0,115210.0
Consumer,May,645621.0,113952.0
Home Office,Sep,201861.0,33568.0
Corporate,Jul,353940.0,64251.0
Corporate,Dec,473414.0,86098.0
Corporate,May,412714.0,72453.0
Corporate,Apr,404507.0,71134.0
Home Office,May,244844.0,45247.0
Home Office,Jan,263912.0,47937.0
Home Office,Jun,222271.0,40161.0
Consumer,Sep,666135.0,115889.0
Home Office,Mar,268197.0,44209.0
Consumer,Apr,663056.0,118682.0
Home Office,Nov,239261.0,41738.0
Home Office,Oct,268257.0,47004.0
Consumer,Dec,729669.0,130270.0
Corporate,Nov,447275.0,78005.0
Corporate,Sep,351913.0,61850.0
Corporate,Feb,365818.0,62242.0
Home Office,Feb,217184.0,38950.0
Consumer,Mar,682399.0,120252.0
Consumer,Oct,674326.0,116240.0
Corporate,Jan,442268.0,77928.0
Consumer,Jan,667199.0,122574.0
Corporate,Jun,371650.0,66596.0
Home Office,Dec,250892.0,42487.0
Consumer,Feb,601374.0,106836.0
