region,month_name,total_sales
South,Mar,266474.0
South,Jan,232119.0
East,Apr,392513.0
East,Nov,383237.0
Central,May,327829.0
East,Mar,346848.0
Central,Oct,281138.0
South,Nov,201134.0
Central,Apr,307121.0
South,Jul,187711.0
Central,Mar,333738.0
East,Jan,382911.0
West,Apr,389585.0
East,Sep,354083.0
South,Sep,232384.0
West,Aug,362158.0
Central,Nov,315765.0
South,Feb,239590.0
West,Mar,386302.0
South,Dec,274852.0
East,Feb,331471.0
West,Dec,458160.0
West,Sep,348924.0
Central,Sep,291702.0
South,Aug,249081.0
East,Jun,313560.0
West,Jan,444864.0
South,Apr,200729.0
Central,Dec,333262.0
West,Oct,411144.0
Central,Jun,306180.0
Central,Aug,262218.0
East,Oct,417245.0
West,Jun,409837.0
West,Jul,376136.0
West,Nov,392811.0
East,Dec,400058.0
South,Jun,223251.0
East,Jul,380207.0
East,May,324216.0
South,Oct,241358.0
Central,Jul,312803.0
Central,Jan,317329.0
East,Aug,372301.0
Central,Feb,296170.0
South,May,243180.0
West,May,411038.0
West,Feb,320245.0
