state,sub_category,quantity_sold,sub_category_rank
Alabama,Binders,154,1
Alabama,Paper,152,2
Alabama,Furnishings,105,3
Alabama,Storage,100,4
Alabama,Accessories,85,5
Alabama,Chairs,65,6
Alabama,Art,62,7
Alabama,Phones,52,8
Alabama,Appliances,51,9
Alabama,Labels,49,10
Alabama,Tables,40,11
Alabama,Envelopes,37,12
Alabama,Bookcases,36,13
Alabama,Fasteners,25,14
Alabama,Supplies,16,15
Alabama,Machines,11,16
Alabama,Copiers,11,16
Arizona,Paper,636,1
Arizona,Binders,516,2
Arizona,Furnishings,497,3
Arizona,Phones,423,4
Arizona,Art,384,5
Arizona,Accessories,345,6
Arizona,Storage,242,7
Arizona,Appliances,225,8
Arizona,Chairs,199,9
Arizona,Labels,187,10
Arizona,Bookcases,120,11
Arizona,Envelopes,118,12
Arizona,Machines,105,13
Arizona,Tables,98,14
Arizona,Supplies,77,15
Arizona,Fasteners,64,16
Arizona,Copiers,26,17
Arkansas,Paper,73,1
Arkansas,Phones,72,2
Arkansas,Binders,64,3
Arkansas,Art,63,4
Arkansas,Furnishings,60,5
Arkansas,Storage,42,6
Arkansas,Chairs,33,7
Arkansas,Accessories,25,8
Arkansas,Fasteners,24,9
Arkansas,Appliances,23,10
Arkansas,Labels,19,11
Arkansas,Tables,18,12
Arkansas,Envelopes,16,13
Arkansas,Machines,12,14
Arkansas,Supplies,7,15
Arkansas,Bookcases,5,16
California,Paper,4700,1
California,Binders,3413,2
California,Phones,3306,3
California,Furnishings,3086,4
California,Art,2836,5
California,Accessories,2506,6
California,Storage,2287,7
California,Appliances,1721,8
California,Chairs,1499,9
California,Labels,1224,10
California,Machines,1143,11
California,Envelopes,999,12
California,Tables,942,13
California,Bookcases,858,14
California,Fasteners,767,15
California,Supplies,677,16
California,Copiers,239,17
Colorado,Paper,539,1
Colorado,Binders,529,2
Colorado,Furnishings,425,3
Colorado,Phones,399,4
Colorado,Art,399,4
Colorado,Storage,330,6
Colorado,Accessories,308,7
Colorado,Appliances,227,8
Colorado,Envelopes,179,9
Colorado,Chairs,163,10
Colorado,Machines,159,11
Colorado,Labels,147,12
Colorado,Tables,139,13
Colorado,Bookcases,120,14
Colorado,Fasteners,111,15
Colorado,Supplies,89,16
Colorado,Copiers,27,17
Connecticut,Paper,181,1
Connecticut,Phones,138,2
Connecticut,Art,119,3
Connecticut,Binders,103,4
Connecticut,Accessories,98,5
Connecticut,Furnishings,98,5
Connecticut,Storage,66,7
Connecticut,Appliances,57,8
Connecticut,Chairs,56,9
Connecticut,Machines,48,10
Connecticut,Labels,48,10
Connecticut,Fasteners,35,12
Connecticut,Bookcases,32,13
Connecticut,Supplies,23,14
Connecticut,Envelopes,23,14
Connecticut,Tables,19,16
Connecticut,Copiers,7,17
Delaware,Paper,173,1
Delaware,Storage,140,2
Delaware,Furnishings,114,3
Delaware,Accessories,111,4
Delaware,Phones,85,5
Delaware,Binders,80,6
Delaware,Appliances,73,7
Delaware,Art,66,8
Delaware,Chairs,58,9
Delaware,Machines,46,10
Delaware,Envelopes,40,11
Delaware,Tables,39,12
Delaware,Supplies,30,13
Delaware,Bookcases,29,14
Delaware,Labels,25,15
Delaware,Fasteners,18,16
Delaware,Copiers,5,17
District of Columbia,Paper,44,1
District of Columbia,Furnishings,25,2
District of Columbia,Phones,25,2
District of Columbia,Labels,16,4
District of Columbia,Art,16,4
District of Columbia,Binders,15,6
District of Columbia,Envelopes,14,7
District of Columbia,Tables,14,7
District of Columbia,Supplies,12,9
District of Columbia,Appliances,12,9
District of Columbia,Chairs,8,11
District of Columbia,Accessories,8,11
District of Columbia,Fasteners,7,13
District of Columbia,Bookcases,5,14
District of Columbia,Machines,3,15
Florida,Paper,903,1
Florida,Furnishings,669,2
Florida,Binders,665,3
Florida,Phones,545,4
Florida,Art,508,5
Florida,Accessories,484,6
Florida,Storage,379,7
Florida,Appliances,316,8
Florida,Chairs,290,9
Florida,Labels,254,10
Florida,Machines,231,11
Florida,Tables,230,12
Florida,Fasteners,152,13
Florida,Envelopes,141,14
Florida,Bookcases,134,15
Florida,Supplies,127,16
Florida,Copiers,21,17
Georgia,Paper,382,1
Georgia,Binders,322,2
Georgia,Phones,280,3
Georgia,Furnishings,252,4
Georgia,Art,220,5
Georgia,Storage,151,6
Georgia,Accessories,140,7
Georgia,Chairs,137,8
Georgia,Appliances,124,9
Georgia,Tables,101,10
Georgia,Labels,78,11
Georgia,Machines,70,12
Georgia,Bookcases,60,13
Georgia,Envelopes,59,14
Georgia,Fasteners,46,15
Georgia,Supplies,38,16
Georgia,Copiers,8,17
Illinois,Paper,1311,1
Illinois,Binders,871,2
Illinois,Phones,779,3
Illinois,Furnishings,740,4
Illinois,Accessories,673,5
Illinois,Art,630,6
Illinois,Storage,568,7
Illinois,Appliances,421,8
Illinois,Chairs,384,9
Illinois,Machines,351,10
Illinois,Labels,333,11
Illinois,Bookcases,258,12
Illinois,Tables,254,13
Illinois,Envelopes,201,14
Illinois,Supplies,195,15
Illinois,Fasteners,163,16
Illinois,Copiers,37,17
Indiana,Paper,282,1
Indiana,Phones,220,2
Indiana,Accessories,199,3
Indiana,Binders,198,4
Indiana,Art,153,5
Indiana,Furnishings,140,6
Indiana,Storage,120,7
