region,month_name,total_sales
South,Mar,253472.0
South,Jan,221601.0
East,Apr,354203.0
East,Nov,358804.0
Central,May,308533.0
East,Mar,323849.0
Central,Oct,266612.0
South,Nov,189133.0
Central,Apr,288392.0
South,Jul,175496.0
Central,Mar,315731.0
East,Jan,349006.0
West,Apr,366178.0
East,Sep,317101.0
South,Sep,211101.0
West,Aug,340976.0
Central,Nov,291415.0
South,Feb,234346.0
West,Mar,363915.0
South,Dec,257483.0
East,Feb,315932.0
West,Dec,428818.0
West,Sep,333450.0
Central,Sep,278147.0
South,Aug,233105.0
East,Jun,297147.0
West,Jan,416326.0
South,Apr,192509.0
Central,Dec,314185.0
West,Oct,388020.0
Central,Jun,277005.0
Central,Aug,245992.0
East,Oct,390882.0
West,Jun,373239.0
West,Jul,357634.0
West,Nov,371517.0
East,Dec,377079.0
South,Jun,213561.0
East,Jul,333002.0
East,May,305519.0
South,Oct,227383.0
Central,Jul,283876.0
Central,Jan,300614.0
East,Aug,353279.0
Central,Feb,279087.0
South,May,224099.0
West,May,388626.0
West,Feb,304075.0
