category,month,total_sales,total_profit
Furniture,Sep,263687.0,45673.0
Furniture,Oct,232597.0,42658.0
Furniture,Mar,298046.0,52106.0
Office Supplies,Feb,690043.0,121186.0
Technology,Jul,264655.0,47689.0
Office Supplies,Dec,853476.0,151680.0
Furniture,Aug,257357.0,45569.0
Office Supplies,Jul,710901.0,125348.0
Office Supplies,Jun,658598.0,116940.0
Technology,Sep,213558.0,37315.0
Technology,Dec,288229.0,51134.0
Technology,Jun,298390.0,53756.0
Office Supplies,Jan,797701.0,143929.0
Technology,Aug,273288.0,47523.0
Technology,Oct,323498.0,53578.0
Technology,Jan,281288.0,52609.0
Office Supplies,Mar,726308.0,122932.0
Office Supplies,Aug,672310.0,121521.0
Office Supplies,Sep,685870.0,118277.0
Office Supplies,Oct,755264.0,131309.0
Furniture,Nov,250091.0,42584.0
Office Supplies,Nov,688536.0,119122.0
Technology,May,268929.0,46488.0
Furniture,Feb,205141.0,37608.0
Office Supplies,Apr,679859.0,120802.0
Furniture,Jan,247919.0,43790.0
Furniture,Jun,241959.0,43272.0
Technology,Nov,294493.0,52078.0
Technology,Mar,256483.0,45358.0
Technology,Feb,257776.0,43359.0
Furniture,Apr,288187.0,52003.0
Technology,Apr,277596.0,48114.0
Furniture,Dec,265475.0,48619.0
Office Supplies,May,740062.0,131941.0
Furniture,Jul,215006.0,38072.0
Furniture,May,237278.0,44190.0
