segment,month_name,total_sales,total_profit
Corporate,Oct,345346.0,58734.0
Home Office,Jul,203747.0,35041.0
Consumer,Jul,509891.0,91515.0
Corporate,Mar,316155.0,54651.0
Consumer,Nov,490747.0,84707.0
Home Office,Aug,169496.0,29520.0
Consumer,Aug,549286.0,100749.0
Corporate,Aug,296290.0,52914.0
Home Office,Apr,183754.0,33010.0
Consumer,Jun,508749.0,90989.0
Consumer,May,533798.0,94990.0
Home Office,Sep,163033.0,27155.0
Corporate,Jul,282777.0,51801.0
Corporate,Dec,417201.0,76517.0
Corporate,May,347478.0,60840.0
Corporate,Apr,320448.0,55909.0
Home Office,May,185228.0,34119.0
Home Office,Jan,211156.0,38243.0
Home Office,Jun,170153.0,31828.0
Consumer,Sep,553931.0,95897.0
Home Office,Mar,216998.0,35046.0
Consumer,Apr,537765.0,96769.0
Home Office,Nov,204528.0,35976.0
Home Office,Oct,214414.0,37017.0
Consumer,Dec,596061.0,107713.0
Corporate,Nov,366564.0,61428.0
Corporate,Sep,301905.0,53097.0
Corporate,Feb,316835.0,53859.0
Home Office,Feb,178571.0,32136.0
Consumer,Mar,592348.0,104959.0
Consumer,Oct,563458.0,97380.0
Corporate,Jan,375937.0,66146.0
Consumer,Jan,532448.0,98626.0
Corporate,Jun,310766.0,55328.0
Home Office,Dec,192317.0,32487.0
Consumer,Feb,496802.0,88506.0
