region,month_name,total_sales
South,Mar,245712.0
South,Jan,218905.0
East,Apr,351725.0
East,Nov,355350.0
Central,May,306845.0
East,Mar,319264.0
Central,Oct,263225.0
South,Nov,186950.0
Central,Apr,286553.0
South,Jul,169961.0
Central,Mar,314010.0
East,Jan,342661.0
West,Apr,354256.0
East,Sep,301755.0
South,Sep,209635.0
West,Aug,334224.0
Central,Nov,289819.0
South,Feb,228809.0
West,Mar,361115.0
South,Dec,252840.0
East,Feb,313130.0
West,Dec,423196.0
West,Sep,331909.0
Central,Sep,275337.0
South,Aug,230285.0
East,Jun,292594.0
West,Jan,413832.0
South,Apr,190912.0
Central,Dec,311908.0
West,Oct,374422.0
Central,Jun,274692.0
Central,Aug,244713.0
East,Oct,376233.0
West,Jun,369424.0
West,Jul,354105.0
West,Nov,364825.0
East,Dec,375607.0
South,Jun,207776.0
East,Jul,329105.0
East,May,301535.0
South,Oct,224993.0
Central,Jul,279548.0
Central,Jan,296264.0
East,Aug,352323.0
Central,Feb,277974.0
South,May,219063.0
West,May,384409.0
West,Feb,301304.0
