state,sub_category,quantity_sold,sub_category_rank
Alabama,Paper,149,1
Alabama,Binders,145,2
Alabama,Furnishings,100,3
Alabama,Storage,100,3
Alabama,Accessories,85,5
Alabama,Chairs,65,6
Alabama,Art,62,7
Alabama,Phones,52,8
Alabama,Appliances,51,9
Alabama,Labels,44,10
Alabama,Tables,40,11
Alabama,Envelopes,37,12
Alabama,Bookcases,36,13
Alabama,Fasteners,25,14
Alabama,Supplies,16,15
Alabama,Copiers,11,16
Alabama,Machines,10,17
Arizona,Paper,604,1
Arizona,Binders,491,2
Arizona,Furnishings,468,3
Arizona,Phones,402,4
Arizona,Art,370,5
Arizona,Accessories,329,6
Arizona,Storage,234,7
Arizona,Appliances,220,8
Arizona,Chairs,199,9
Arizona,Labels,168,10
Arizona,Envelopes,118,11
Arizona,Bookcases,108,12
Arizona,Machines,105,13
Arizona,Tables,98,14
Arizona,Supplies,77,15
Arizona,Fasteners,62,16
Arizona,Copiers,26,17
Arkansas,Paper,73,1
Arkansas,Binders,64,2
Arkansas,Art,61,3
Arkansas,Phones,57,4
Arkansas,Furnishings,55,5
Arkansas,Storage,42,6
Arkansas,Chairs,28,7
Arkansas,Accessories,24,8
Arkansas,Fasteners,24,8
Arkansas,Appliances,23,10
Arkansas,Labels,19,11
Arkansas,Tables,18,12
Arkansas,Machines,8,13
Arkansas,Supplies,7,14
Arkansas,Bookcases,5,15
Arkansas,Envelopes,4,16
California,Paper,4450,1
California,Binders,3265,2
California,Phones,3140,3
California,Furnishings,2896,4
California,Art,2728,5
California,Accessories,2373,6
California,Storage,2201,7
California,Appliances,1642,8
California,Chairs,1425,9
California,Labels,1154,10
California,Machines,1080,11
California,Envelopes,962,12
California,Tables,911,13
California,Bookcases,844,14
California,Fasteners,732,15
California,Supplies,633,16
California,Copiers,220,17
Colorado,Binders,519,1
Colorado,Paper,518,2
Colorado,Furnishings,397,3
Colorado,Phones,393,4
Colorado,Art,359,5
Colorado,Storage,318,6
Colorado,Accessories,286,7
Colorado,Appliances,216,8
Colorado,Envelopes,168,9
Colorado,Chairs,161,10
Colorado,Machines,144,11
Colorado,Labels,143,12
Colorado,Tables,139,13
Colorado,Bookcases,117,14
Colorado,Fasteners,92,15
Colorado,Supplies,85,16
Colorado,Copiers,16,17
Connecticut,Paper,178,1
Connecticut,Phones,132,2
Connecticut,Art,113,3
Connecticut,Binders,103,4
Connecticut,Furnishings,98,5
Connecticut,Accessories,97,6
Connecticut,Storage,61,7
Connecticut,Appliances,57,8
Connecticut,Chairs,53,9
Connecticut,Machines,48,10
Connecticut,Labels,48,10
Connecticut,Fasteners,35,12
Connecticut,Bookcases,32,13
Connecticut,Envelopes,23,14
Connecticut,Supplies,23,14
Connecticut,Tables,19,16
Connecticut,Copiers,7,17
Delaware,Paper,164,1
Delaware,Storage,136,2
Delaware,Furnishings,114,3
Delaware,Accessories,104,4
Delaware,Phones,84,5
Delaware,Appliances,68,6
Delaware,Binders,68,6
Delaware,Art,64,8
Delaware,Chairs,58,9
Delaware,Machines,46,10
Delaware,Envelopes,33,11
Delaware,Supplies,30,12
Delaware,Tables,30,12
Delaware,Bookcases,29,14
Delaware,Labels,20,15
Delaware,Fasteners,18,16
Delaware,Copiers,5,17
District of Columbia,Paper,44,1
District of Columbia,Furnishings,25,2
District of Columbia,Phones,25,2
District of Columbia,Art,16,4
District of Columbia,Labels,16,4
District of Columbia,Binders,15,6
District of Columbia,Envelopes,14,7
District of Columbia,Tables,14,7
District of Columbia,Appliances,12,9
District of Columbia,Supplies,12,9
District of Columbia,Chairs,8,11
District of Columbia,Accessories,7,12
District of Columbia,Fasteners,7,12
District of Columbia,Bookcases,5,14
District of Columbia,Machines,3,15
Florida,Paper,845,1
Florida,Binders,644,2
Florida,Furnishings,592,3
Florida,Phones,514,4
Florida,Art,485,5
Florida,Accessories,474,6
Florida,Storage,360,7
Florida,Appliances,296,8
Florida,Chairs,272,9
Florida,Labels,236,10
Florida,Machines,225,11
Florida,Tables,215,12
Florida,Fasteners,141,13
Florida,Envelopes,136,14
Florida,Bookcases,124,15
Florida,Supplies,122,16
Florida,Copiers,21,17
Georgia,Paper,370,1
Georgia,Binders,304,2
Georgia,Phones,263,3
Georgia,Furnishings,243,4
Georgia,Art,210,5
Georgia,Storage,147,6
Georgia,Chairs,137,7
Georgia,Accessories,131,8
Georgia,Appliances,121,9
Georgia,Tables,99,10
Georgia,Labels,75,11
Georgia,Machines,66,12
Georgia,Bookcases,60,13
Georgia,Fasteners,46,14
Georgia,Envelopes,40,15
Georgia,Supplies,28,16
Georgia,Copiers,5,17
Illinois,Paper,1242,1
Illinois,Binders,833,2
Illinois,Phones,740,3
Illinois,Furnishings,716,4
Illinois,Accessories,633,5
Illinois,Art,581,6
Illinois,Storage,539,7
Illinois,Appliances,396,8
Illinois,Chairs,366,9
Illinois,Machines,348,10
Illinois,Labels,320,11
Illinois,Tables,251,12
Illinois,Bookcases,251,12
Illinois,Supplies,195,14
Illinois,Envelopes,193,15
Illinois,Fasteners,163,16
Illinois,Copiers,37,17
Indiana,Paper,276,1
Indiana,Phones,220,2
Indiana,Accessories,195,3
Indiana,Binders,179,4
Indiana,Art,142,5
Indiana,Furnishings,139,6
Indiana,Storage,114,7
Indiana,Labels,83,8
Indiana,Chairs,75,9
Indiana,Appliances,70,10
Indiana,Supplies,48,11
Indiana,Envelopes,47,12
Indiana,Tables,40,13
Indiana,Fasteners,35,14
Indiana,Machines,35,14
Indiana,Bookcases,29,16
Indiana,Copiers,11,17
Iowa,Binders,51,1
Iowa,Storage,47,2
Iowa,Furnishings,43,3
Iowa,Paper,38,4
Iowa,Phones,36,5
Iowa,Art,27,6
Iowa,Chairs,25,7
Iowa,Accessories,16,8
Iowa,Envelopes,14,9
Iowa,Appliances,12,10
Iowa,Fasteners,12,10
Iowa,Supplies,4,12
Iowa,Labels,3,13
Iowa,Machines,2,14
Iowa,Tables,1,15
Kansas,Paper,75,1
Kansas,Art,57,2
Kansas,Chairs,46,3
Kansas,Phones,42,4
Kansas,Binders,31,5
Kansas,Fasteners,28,6
Kansas,Furnishings,26,7
Kansas,Accessories,25,8
Kansas,Labels,19,9
Kansas,Appliances,18,10
Kansas,Tables,16,11
Kansas,Supplies,16,11
Kansas,Machines,11,13
Kansas,Storage,10,14
Kansas,Bookcases,8,15
Kansas,Envelopes,5,16
Kansas,Copiers,2,17
Kentucky,Paper,482,1
Kentucky,Binders,365,2
Kentucky,Phones,304,3
Kentucky,Art,276,4
Kentucky,Accessories,246,5
Kentucky,Furnishings,232,6
Kentucky,Storage,225,7
Kentucky,Appliances,165,8
Kentucky,Chairs,160,9
Kentucky,Labels,115,10
Kentucky,Fasteners,95,11
Kentucky,Bookcases,93,12
Kentucky,Envelopes,91,13
Kentucky,Machines,84,14
Kentucky,Tables,52,15
Kentucky,Supplies,41,16
Kentucky,Copiers,18,17
Louisiana,Binders,123,1
Louisiana,Art,111,2
Louisiana,Paper,111,2
Louisiana,Phones,55,4
Louisiana,Furnishings,54,5
Louisiana,Chairs,47,6
Louisiana,Appliances,47,6
Louisiana,Storage,46,8
Louisiana,Accessories,38,9
Louisiana,Fasteners,27,10
Louisiana,Labels,26,11
Louisiana,Bookcases,23,12
Louisiana,Machines,23,12
Louisiana,Tables,22,14
Louisiana,Envelopes,16,15
Louisiana,Supplies,11,16
Louisiana,Copiers,9,17
Maryland,Binders,61,1
Maryland,Storage,52,2
Maryland,Furnishings,52,2
Maryland,Paper,43,4
Maryland,Phones,41,5
Maryland,Labels,30,6
Maryland,Appliances,29,7
Maryland,Chairs,27,8
Maryland,Machines,24,9
Maryland,Art,23,10
Maryland,Supplies,23,10
Maryland,Fasteners,18,12
Maryland,Bookcases,18,12
Maryland,Tables,16,14
Maryland,Envelopes,13,15
Maryland,Accessories,7,16
Maryland,Copiers,6,17
Massachusetts,Paper,299,1
Massachusetts,Binders,226,2
Massachusetts,Furnishings,194,3
Massachusetts,Art,189,4
Massachusetts,Phones,178,5
Massachusetts,Storage,146,6
Massachusetts,Accessories,130,7
Massachusetts,Appliances,97,8
Massachusetts,Machines,89,9
Massachusetts,Tables,85,10
Massachusetts,Bookcases,77,11
Massachusetts,Chairs,76,12
Massachusetts,Labels,73,13
Massachusetts,Fasteners,73,13
Massachusetts,Envelopes,56,15
Massachusetts,Supplies,23,16
Massachusetts,Copiers,13,17
Michigan,Phones,362,1
Michigan,Paper,323,2
Michigan,Binders,276,3
Michigan,Art,263,4
Michigan,Furnishings,220,5
Michigan,Storage,214,6
Michigan,Appliances,204,7
Michigan,Accessories,199,8
Michigan,Labels,139,9
Michigan,Chairs,129,10
Michigan,Tables,86,11
Michigan,Bookcases,81,12
Michigan,Machines,78,13
Michigan,Fasteners,65,14
Michigan,Envelopes,56,15
Michigan,Supplies,52,16
Michigan,Copiers,27,17
Minnesota,Paper,326,1
Minnesota,Binders,271,2
Minnesota,Phones,246,3
Minnesota,Storage,180,4
Minnesota,Art,178,5
Minnesota,Accessories,175,6
Minnesota,Furnishings,150,7
Minnesota,Chairs,136,8
Minnesota,Appliances,126,9
Minnesota,Labels,78,10
Minnesota,Envelopes,73,11
Minnesota,Tables,67,12
Minnesota,Bookcases,52,13
Minnesota,Fasteners,52,13
Minnesota,Machines,50,15
Minnesota,Supplies,20,16
Minnesota,Copiers,8,17
Mississippi,Paper,145,1
Mississippi,Furnishings,109,2
Mississippi,Binders,104,3
Mississippi,Art,93,4
Mississippi,Accessories,89,5
Mississippi,Phones,78,6
Mississippi,Storage,55,7
Mississippi,Bookcases,45,8
Mississippi,Appliances,42,9
Mississippi,Machines,31,10
Mississippi,Chairs,30,11
Mississippi,Supplies,29,12
Mississippi,Labels,28,13
Mississippi,Tables,22,14
Mississippi,Envelopes,18,15
Mississippi,Fasteners,12,16
Mississippi,Copiers,8,17
Missouri,Binders,160,1
Missouri,Furnishings,151,2
Missouri,Accessories,121,3
Missouri,Paper,108,4
Missouri,Phones,101,5
Missouri,Appliances,73,6
Missouri,Art,71,7
Missouri,Storage,71,7
Missouri,Tables,55,9
Missouri,Chairs,49,10
Missouri,Labels,40,11
Missouri,Machines,36,12
Missouri,Envelopes,33,13
Missouri,Supplies,27,14
Missouri,Fasteners,24,15
Missouri,Bookcases,23,16
Missouri,Copiers,8,17
Nebraska,Art,26,1
Nebraska,Paper,18,2
Nebraska,Furnishings,17,3
Nebraska,Accessories,15,4
Nebraska,Binders,14,5
Nebraska,Phones,8,6
Nebraska,Tables,7,7
Nebraska,Chairs,4,8
Nebraska,Storage,4,8
Nebraska,Fasteners,3,10
Nebraska,Bookcases,3,10
Nebraska,Appliances,2,12
Nebraska,Machines,2,12
Nevada,Paper,82,1
Nevada,Phones,54,2
Nevada,Binders,51,3
Nevada,Furnishings,50,4
Nevada,Chairs,39,5
Nevada,Storage,23,6
Nevada,Art,21,7
Nevada,Machines,18,8
Nevada,Tables,14,9
Nevada,Appliances,13,10
Nevada,Labels,10,11
Nevada,Supplies,8,12
Nevada,Accessories,4,13
Nevada,Envelopes,4,13
Nevada,Bookcases,3,15
New Hampshire,Art,64,1
New Hampshire,Phones,60,2
New Hampshire,Paper,57,3
New Hampshire,Accessories,40,4
New Hampshire,Storage,35,5
New Hampshire,Furnishings,31,6
New Hampshire,Binders,30,7
New Hampshire,Chairs,29,8
New Hampshire,Appliances,26,9
New Hampshire,Bookcases,25,10
New Hampshire,Machines,23,11
New Hampshire,Fasteners,19,12
New Hampshire,Tables,17,13
New Hampshire,Supplies,16,14
New Hampshire,Envelopes,14,15
New Hampshire,Labels,3,16
New Jersey,Paper,421,1
New Jersey,Binders,326,2
New Jersey,Phones,244,3
New Jersey,Art,210,4
New Jersey,Storage,208,5
New Jersey,Accessories,192,6
New Jersey,Furnishings,190,7
New Jersey,Appliances,149,8
New Jersey,Chairs,108,9
