category,month,total_sales,total_profit
Furniture,Sep,243718.0,42646.0
Furniture,Oct,207818.0,38131.0
Furniture,Mar,262876.0,46866.0
Office Supplies,Feb,625755.0,110709.0
Technology,Jul,240394.0,42872.0
Office Supplies,Dec,760688.0,136449.0
Furniture,Aug,227406.0,40017.0
Office Supplies,Jul,611754.0,108914.0
Office Supplies,Jun,550829.0,98742.0
Technology,Sep,194142.0,33819.0
Technology,Dec,258759.0,45942.0
Technology,Jun,265602.0,47772.0
Office Supplies,Jan,705295.0,127948.0
Technology,Aug,238658.0,41301.0
Technology,Oct,281874.0,46331.0
Technology,Jan,248765.0,46625.0
Office Supplies,Mar,663837.0,112173.0
Office Supplies,Aug,605881.0,111000.0
Office Supplies,Sep,604301.0,103650.0
Office Supplies,Oct,657284.0,113042.0
Furniture,Nov,221770.0,37365.0
Office Supplies,Nov,606172.0,104076.0
Technology,May,235866.0,39818.0
Furniture,Feb,184304.0,34121.0
Office Supplies,Apr,593443.0,106002.0
Furniture,Jan,209313.0,36526.0
Furniture,Jun,207971.0,37221.0
Technology,Nov,267163.0,46818.0
Technology,Mar,231113.0,40890.0
Technology,Feb,213234.0,34773.0
Furniture,Apr,241125.0,43512.0
Technology,Apr,241291.0,41998.0
Furniture,Dec,218260.0,39129.0
Office Supplies,May,641413.0,114004.0
Furniture,Jul,184764.0,33141.0
Furniture,May,217341.0,41054.0
