state,total_sales,total_customers
Alabama,102337.0,63
Arizona,397017.0,192
Arkansas,73663.0,17
California,3266465.0,1439
Colorado,414194.0,190
Connecticut,132268.0,66
Delaware,111616.0,48
District of Columbia,15646.0,11
Florida,597578.0,234
Georgia,232225.0,130
Illinois,874275.0,401
Indiana,205569.0,95
Iowa,36309.0,20
Kansas,43546.0,10
Kentucky,341599.0,128
Louisiana,83616.0,38
Maryland,50906.0,25
Massachusetts,227341.0,107
Michigan,291557.0,132
Minnesota,249367.0,104
Mississippi,96659.0,45
Missouri,125178.0,62
Nebraska,20674.0,11
Nevada,37964.0,21
New Hampshire,38793.0,22
New Jersey,235311.0,103
New Mexico,47127.0,31
New York,1646091.0,756
North Carolina,512221.0,276
Ohio,757986.0,349
Oklahoma,60681.0,27
Oregon,68391.0,29
Pennsylvania,884288.0,421
Rhode Island,89007.0,47
South Dakota,19956.0,10
Tennessee,248756.0,124
Texas,1583695.0,718
Utah,81925.0,47
Virginia,326445.0,141
Washington,780186.0,356
Wisconsin,123425.0,82
