segment,month_name,total_sales,total_profit
Corporate,Oct,392331.0,68664.0
Home Office,Jul,252637.0,44419.0
Consumer,Jul,586176.0,103855.0
Corporate,Mar,364917.0,62162.0
Consumer,Nov,568386.0,98273.0
Home Office,Aug,203326.0,34381.0
Consumer,Aug,643748.0,117667.0
Corporate,Aug,338599.0,60104.0
Home Office,Apr,209837.0,37480.0
Consumer,Jun,614344.0,109095.0
Consumer,May,604286.0,107055.0
Home Office,Sep,183987.0,30487.0
Corporate,Jul,322414.0,59016.0
Corporate,Dec,453898.0,82520.0
Corporate,May,400616.0,70453.0
Corporate,Apr,367658.0,63786.0
Home Office,May,227364.0,42419.0
Home Office,Jan,250515.0,45648.0
Home Office,Jun,205830.0,37521.0
Consumer,Sep,630809.0,109688.0
Home Office,Mar,254290.0,41391.0
Consumer,Apr,636229.0,113451.0
Home Office,Nov,229077.0,40102.0
Home Office,Oct,256205.0,44729.0
Consumer,Dec,695664.0,124873.0
Corporate,Nov,420003.0,72868.0
Corporate,Sep,336096.0,58800.0
Corporate,Feb,356730.0,60880.0
Home Office,Feb,207096.0,36809.0
Consumer,Mar,650204.0,114805.0
Consumer,Oct,643916.0,110857.0
Corporate,Jan,419794.0,73518.0
Consumer,Jan,631937.0,116839.0
Corporate,Jun,352544.0,62792.0
Home Office,Dec,238307.0,40488.0
Consumer,Feb,577084.0,102202.0
