category,month,total_sales,total_profit
Furniture,Sep,247009.0,43115.0
Furniture,Oct,212891.0,39081.0
Furniture,Mar,269435.0,48025.0
Office Supplies,Feb,643620.0,113058.0
Technology,Jul,243925.0,43593.0
Office Supplies,Dec,785230.0,140738.0
Furniture,Aug,235415.0,41557.0
Office Supplies,Jul,626793.0,111729.0
Office Supplies,Jun,571434.0,102444.0
Technology,Sep,199876.0,34839.0
Technology,Dec,265111.0,46820.0
Technology,Jun,280090.0,50591.0
Office Supplies,Jan,716789.0,129968.0
Technology,Aug,241908.0,41942.0
Technology,Oct,285650.0,46861.0
Technology,Jan,251806.0,47169.0
Office Supplies,Mar,673195.0,113604.0
Office Supplies,Aug,616257.0,112772.0
Office Supplies,Sep,623349.0,107052.0
Office Supplies,Oct,678620.0,116494.0
Furniture,Nov,227848.0,38165.0
Office Supplies,Nov,618423.0,106056.0
Technology,May,247514.0,42372.0
Furniture,Feb,189559.0,35099.0
Office Supplies,Apr,608575.0,108796.0
Furniture,Jan,226279.0,40195.0
Furniture,Jun,214078.0,38322.0
Technology,Nov,271545.0,47792.0
Technology,Mar,235513.0,41618.0
Technology,Feb,227723.0,36969.0
Furniture,Apr,247219.0,44520.0
Technology,Apr,255572.0,44727.0
Furniture,Dec,231029.0,42450.0
Office Supplies,May,667515.0,118035.0
Furniture,Jul,187137.0,33429.0
Furniture,May,219605.0,41529.0
