category,month,total_sales,total_profit
Furniture,Sep,291119.0,50231.0
Furniture,Oct,256451.0,47170.0
Furniture,Mar,321762.0,56445.0
Office Supplies,Feb,761769.0,133726.0
Technology,Jul,303025.0,53972.0
Office Supplies,Dec,932990.0,165026.0
Furniture,Aug,284180.0,50944.0
Office Supplies,Jul,801141.0,141727.0
Office Supplies,Jun,756782.0,135366.0
Technology,Sep,241452.0,41768.0
Technology,Dec,321855.0,56459.0
Technology,Jun,330320.0,60123.0
Office Supplies,Jan,884102.0,159482.0
Technology,Aug,317443.0,54626.0
Technology,Oct,360089.0,60280.0
Technology,Jan,327494.0,60979.0
Office Supplies,Mar,833586.0,140453.0
Office Supplies,Aug,742168.0,134434.0
Office Supplies,Sep,792311.0,137109.0
Office Supplies,Oct,834381.0,143951.0
Furniture,Nov,281797.0,48238.0
Office Supplies,Nov,785882.0,135560.0
Technology,May,301918.0,52244.0
Furniture,Feb,228353.0,41809.0
Office Supplies,Apr,770174.0,136234.0
Furniture,Jan,277880.0,49751.0
Furniture,Jun,279631.0,47757.0
Technology,Nov,337236.0,60514.0
Technology,Mar,286311.0,50503.0
Technology,Feb,280615.0,47125.0
Furniture,Apr,322046.0,57267.0
Technology,Apr,305364.0,53089.0
Furniture,Dec,307721.0,55690.0
Office Supplies,May,834623.0,148653.0
Furniture,Jul,253611.0,44375.0
Furniture,May,303392.0,55939.0
