region,month_name,total_sales
South,Mar,254055.0
South,Jan,222075.0
East,Apr,354939.0
East,Nov,359251.0
Central,May,309382.0
East,Mar,324118.0
Central,Oct,267162.0
South,Nov,189713.0
Central,Apr,289264.0
South,Jul,175724.0
Central,Mar,315988.0
East,Jan,349006.0
West,Apr,367208.0
East,Sep,317101.0
South,Sep,211101.0
West,Aug,345590.0
Central,Nov,291415.0
South,Feb,234346.0
West,Mar,364024.0
South,Dec,257483.0
East,Feb,315932.0
West,Dec,429824.0
West,Sep,333945.0
Central,Sep,278594.0
South,Aug,233430.0
East,Jun,297401.0
West,Jan,421163.0
South,Apr,192598.0
Central,Dec,315041.0
West,Oct,388500.0
Central,Jun,278768.0
Central,Aug,245992.0
East,Oct,391468.0
West,Jun,374576.0
West,Jul,358926.0
West,Nov,371880.0
East,Dec,378685.0
South,Jun,213696.0
East,Jul,333002.0
East,May,305933.0
South,Oct,227383.0
Central,Jul,283876.0
Central,Jan,301357.0
East,Aug,353279.0
Central,Feb,280350.0
South,May,224427.0
West,May,389092.0
West,Feb,304075.0
