state,total_sales,total_customers
Alabama,108383.0,68
Arizona,414041.0,204
Arkansas,86479.0,19
California,3417935.0,1569
Colorado,424435.0,207
Connecticut,134227.0,70
Delaware,112994.0,51
District of Columbia,17100.0,13
Florida,622362.0,256
Georgia,240431.0,139
Illinois,907998.0,434
Indiana,213050.0,102
Iowa,37561.0,21
Kansas,43546.0,10
Kentucky,349695.0,136
Louisiana,85138.0,39
Maryland,52314.0,27
Massachusetts,234059.0,115
Michigan,301633.0,142
Minnesota,257898.0,114
Mississippi,97411.0,46
Missouri,125178.0,62
Nebraska,20843.0,12
Nevada,37964.0,21
New Hampshire,40075.0,23
New Jersey,263029.0,121
New Mexico,48492.0,33
New York,1702496.0,816
North Carolina,526583.0,294
Ohio,785254.0,380
Oklahoma,61971.0,30
Oregon,69088.0,31
Pennsylvania,936676.0,464
Rhode Island,92736.0,52
South Dakota,19956.0,10
Tennessee,255138.0,135
Texas,1639231.0,767
Utah,82642.0,50
Virginia,334691.0,153
Washington,821242.0,390
Wisconsin,123710.0,83
