region,month_name,total_sales
South,Mar,299419.0
South,Jan,263374.0
East,Apr,442494.0
East,Nov,428822.0
Central,May,375927.0
East,Mar,409665.0
Central,Oct,315661.0
South,Nov,226231.0
Central,Apr,346937.0
South,Jul,214873.0
Central,Mar,358033.0
East,Jan,419707.0
West,Apr,423757.0
East,Sep,396942.0
South,Sep,257549.0
West,Aug,402935.0
Central,Nov,346916.0
South,Feb,261733.0
West,Mar,427246.0
South,Dec,299042.0
East,Feb,364735.0
West,Dec,510979.0
West,Sep,393587.0
Central,Sep,317623.0
South,Aug,280968.0
East,Jun,341425.0
West,Jan,485886.0
South,Apr,234973.0
Central,Dec,359945.0
West,Oct,465097.0
Central,Jun,340556.0
Central,Aug,291423.0
East,Oct,467393.0
West,Jun,467004.0
West,Jul,415492.0
West,Nov,437411.0
East,Dec,430569.0
South,Jun,263703.0
East,Jul,417566.0
East,May,369519.0
South,Oct,268679.0
Central,Jul,360631.0
Central,Jan,358221.0
East,Aug,410964.0
Central,Feb,349268.0
South,May,267377.0
West,May,476745.0
West,Feb,352919.0
