segment,month_name,total_sales,total_profit
Corporate,Oct,451424.0,78056.0
Home Office,Jul,303471.0,52358.0
Consumer,Jul,687333.0,120673.0
Corporate,Mar,444946.0,75015.0
Consumer,Nov,679967.0,118215.0
Home Office,Aug,237208.0,40468.0
Consumer,Aug,735973.0,134894.0
Corporate,Aug,400344.0,70543.0
Home Office,Apr,240529.0,42940.0
Consumer,Jun,741752.0,130817.0
Consumer,May,751301.0,132767.0
Home Office,Sep,226584.0,38243.0
Corporate,Jul,408869.0,73284.0
Corporate,Dec,516462.0,94467.0
Corporate,May,442231.0,77607.0
Corporate,Apr,459753.0,78702.0
Home Office,May,287270.0,52658.0
Home Office,Jan,289731.0,52559.0
Home Office,Jun,245880.0,44157.0
Consumer,Sep,741128.0,128977.0
Home Office,Mar,284655.0,47209.0
Consumer,Apr,738563.0,132130.0
Home Office,Nov,264667.0,46099.0
Home Office,Oct,283430.0,49744.0
Consumer,Dec,803914.0,141904.0
Corporate,Nov,485499.0,84729.0
Corporate,Sep,388773.0,68255.0
Corporate,Feb,408596.0,70320.0
Home Office,Feb,240589.0,42513.0
Consumer,Mar,752184.0,131010.0
Consumer,Oct,760970.0,132378.0
Corporate,Jan,486637.0,85723.0
Consumer,Jan,739128.0,136166.0
Corporate,Jun,416849.0,75095.0
Home Office,Dec,269278.0,45329.0
Consumer,Feb,661669.0,117401.0
