category,month,total_sales,total_profit
Furniture,Sep,299361.0,52011.0
Furniture,Oct,264636.0,48651.0
Furniture,Mar,335390.0,58230.0
Office Supplies,Feb,794705.0,139485.0
Technology,Jul,312522.0,55861.0
Office Supplies,Dec,956882.0,168640.0
Furniture,Aug,288338.0,51600.0
Office Supplies,Jul,827635.0,145221.0
Office Supplies,Jun,779488.0,139544.0
Technology,Sep,248370.0,43034.0
Technology,Dec,326767.0,57510.0
Technology,Jun,341831.0,62290.0
Office Supplies,Jan,909060.0,163522.0
Technology,Aug,330585.0,57159.0
Technology,Oct,367194.0,61394.0
Technology,Jan,334648.0,62188.0
Office Supplies,Mar,861850.0,144745.0
Office Supplies,Aug,764625.0,139141.0
Office Supplies,Sep,814645.0,141640.0
Office Supplies,Oct,883011.0,154189.0
Furniture,Nov,289462.0,49659.0
Office Supplies,Nov,803870.0,138755.0
Technology,May,318205.0,54385.0
Furniture,Feb,234628.0,42624.0
Office Supplies,Apr,793675.0,140470.0
Furniture,Jan,282664.0,50697.0
Furniture,Jun,287890.0,49024.0
Technology,Nov,343011.0,61780.0
Technology,Mar,295581.0,52131.0
Technology,Feb,297589.0,50705.0
Furniture,Apr,330137.0,58376.0
Technology,Apr,322164.0,56114.0
Furniture,Dec,315332.0,56998.0
Office Supplies,May,859168.0,152892.0
Furniture,Jul,266718.0,46618.0
Furniture,May,310164.0,56992.0
