region,month_name,total_sales
South,Mar,241449.0
South,Jan,214552.0
East,Apr,339318.0
East,Nov,342701.0
Central,May,299062.0
East,Mar,307749.0
Central,Oct,254340.0
South,Nov,181265.0
Central,Apr,281264.0
South,Jul,164330.0
Central,Mar,304668.0
East,Jan,323905.0
West,Apr,338911.0
East,Sep,295129.0
South,Sep,202733.0
West,Aug,324913.0
Central,Nov,277157.0
South,Feb,224938.0
West,Mar,350549.0
South,Dec,250563.0
East,Feb,306408.0
West,Dec,406486.0
West,Sep,320675.0
Central,Sep,268854.0
South,Aug,225753.0
East,Jun,278151.0
West,Jan,398690.0
South,Apr,186829.0
Central,Dec,302735.0
West,Oct,361404.0
Central,Jun,267282.0
Central,Aug,239331.0
East,Oct,368856.0
West,Jun,350871.0
West,Jul,341304.0
West,Nov,336767.0
East,Dec,363195.0
South,Jun,196383.0
East,Jul,311138.0
East,May,292023.0
South,Oct,220261.0
Central,Jul,270198.0
Central,Jan,279594.0
East,Aug,340168.0
Central,Feb,273090.0
South,May,210209.0
West,May,370771.0
West,Feb,286228.0
