segment,month_name,total_sales,total_profit
Corporate,Oct,368312.0,62797.0
Home Office,Jul,226980.0,38920.0
Consumer,Jul,561424.0,99831.0
Corporate,Mar,347891.0,59086.0
Consumer,Nov,540842.0,93439.0
Home Office,Aug,196593.0,33227.0
Consumer,Aug,617524.0,112577.0
Corporate,Aug,324265.0,57562.0
Home Office,Apr,202226.0,36395.0
Consumer,Jun,581950.0,103471.0
Consumer,May,584575.0,103648.0
Home Office,Sep,175246.0,29007.0
Corporate,Jul,303893.0,55621.0
Corporate,Dec,437350.0,79856.0
Corporate,May,377450.0,66520.0
Corporate,Apr,346311.0,60599.0
Home Office,May,216124.0,40290.0
Home Office,Jan,232675.0,42815.0
Home Office,Jun,189239.0,34475.0
Consumer,Sep,597879.0,103704.0
Home Office,Mar,240624.0,38909.0
Consumer,Apr,607660.0,108358.0
Home Office,Nov,218753.0,38400.0
Home Office,Oct,226865.0,39333.0
Consumer,Dec,670350.0,120429.0
Corporate,Nov,388216.0,65471.0
Corporate,Sep,322411.0,56430.0
Corporate,Feb,345312.0,58739.0
Home Office,Feb,200953.0,35794.0
Consumer,Mar,620478.0,109782.0
Consumer,Oct,614632.0,105698.0
Corporate,Jan,404033.0,70658.0
Consumer,Jan,594910.0,110021.0
Corporate,Jun,333767.0,59346.0
Home Office,Dec,220476.0,37069.0
Consumer,Feb,550930.0,96827.0
