category,month,total_sales,total_profit
Furniture,Sep,273455.0,47363.0
Furniture,Oct,242849.0,44486.0
Furniture,Mar,309552.0,54245.0
Office Supplies,Feb,726840.0,128033.0
Technology,Jul,287434.0,51355.0
Office Supplies,Dec,900247.0,159760.0
Furniture,Aug,271374.0,48509.0
Office Supplies,Jul,751293.0,132231.0
Office Supplies,Jun,700796.0,124633.0
Technology,Sep,228092.0,39563.0
Technology,Dec,306189.0,53690.0
Technology,Jun,314758.0,56923.0
Office Supplies,Jan,844991.0,152724.0
Technology,Aug,296332.0,51010.0
Technology,Oct,341137.0,56991.0
Technology,Jan,298991.0,55347.0
Office Supplies,Mar,771848.0,130758.0
Office Supplies,Aug,707457.0,128015.0
Office Supplies,Sep,745153.0,129053.0
Office Supplies,Oct,789055.0,136673.0
Furniture,Nov,265017.0,45343.0
Office Supplies,Nov,741166.0,127396.0
Technology,May,289699.0,50087.0
Furniture,Feb,214100.0,39366.0
Office Supplies,Apr,729914.0,129005.0
Furniture,Jan,259822.0,45980.0
Furniture,Jun,261138.0,45074.0
Technology,Nov,315241.0,56400.0
Technology,Mar,272522.0,48028.0
Technology,Feb,268568.0,45160.0
Furniture,Apr,300609.0,54191.0
Technology,Apr,291112.0,50720.0
Furniture,Dec,287079.0,51631.0
Office Supplies,May,795013.0,141791.0
Furniture,Jul,241912.0,42294.0
Furniture,May,267543.0,48555.0
