segment,month_name,total_sales,total_profit
Corporate,Oct,339495.0,57928.0
Home Office,Jul,196432.0,34167.0
Consumer,Jul,503272.0,90223.0
Corporate,Mar,306983.0,53356.0
Consumer,Nov,483255.0,83503.0
Home Office,Aug,162783.0,28272.0
Consumer,Aug,542894.0,99452.0
Corporate,Aug,294279.0,52589.0
Home Office,Apr,183028.0,32859.0
Consumer,Jun,499416.0,89541.0
Consumer,May,526135.0,93774.0
Home Office,Sep,161539.0,26831.0
Corporate,Jul,277784.0,51060.0
Corporate,Dec,395314.0,71041.0
Corporate,May,334399.0,58456.0
Corporate,Apr,316953.0,55265.0
Home Office,May,182212.0,33627.0
Home Office,Jan,206236.0,37528.0
Home Office,Jun,167939.0,31547.0
Consumer,Sep,546151.0,94561.0
Home Office,Mar,214040.0,34554.0
Consumer,Apr,523808.0,94332.0
Home Office,Nov,202362.0,35580.0
Home Office,Oct,209882.0,36068.0
Consumer,Dec,577670.0,104497.0
Corporate,Nov,356132.0,60404.0
Corporate,Sep,299370.0,52492.0
Corporate,Feb,312206.0,52810.0
Home Office,Feb,177164.0,31813.0
Consumer,Mar,585165.0,103684.0
Consumer,Oct,548993.0,94989.0
Corporate,Jan,372335.0,65548.0
Consumer,Jan,526450.0,97593.0
Corporate,Jun,306868.0,54668.0
Home Office,Dec,191564.0,32354.0
Consumer,Feb,491211.0,87573.0
