region,month_name,total_sales
South,Mar,222377.0
South,Jan,195053.0
East,Apr,315611.0
East,Nov,324886.0
Central,May,274626.0
East,Mar,292441.0
Central,Oct,244042.0
South,Nov,171422.0
Central,Apr,264916.0
South,Jul,153941.0
Central,Mar,293838.0
East,Jan,308207.0
West,Apr,304401.0
East,Sep,282938.0
South,Sep,195346.0
West,Aug,306046.0
Central,Nov,267071.0
South,Feb,212069.0
West,Mar,337877.0
South,Dec,219545.0
East,Feb,290240.0
West,Dec,375896.0
West,Sep,302079.0
Central,Sep,252909.0
South,Aug,199165.0
East,Jun,258350.0
West,Jan,376808.0
South,Apr,172647.0
Central,Dec,283172.0
West,Oct,343090.0
Central,Jun,246517.0
Central,Aug,224999.0
East,Oct,341515.0
West,Jun,312987.0
West,Jul,319385.0
West,Nov,315746.0
East,Dec,339356.0
South,Jun,184046.0
East,Jul,300298.0
East,May,276979.0
South,Oct,210429.0
Central,Jul,242927.0
Central,Jan,265194.0
East,Aug,323849.0
Central,Feb,246957.0
South,May,200932.0
West,May,328309.0
West,Feb,263786.0
