category,month,total_sales,total_profit
Furniture,Sep,279405.0,48213.0
Furniture,Oct,253126.0,46602.0
Furniture,Mar,318854.0,55877.0
Office Supplies,Feb,743319.0,130652.0
Technology,Jul,295426.0,52473.0
Office Supplies,Dec,919409.0,162817.0
Furniture,Aug,276965.0,49525.0
Office Supplies,Jul,778386.0,137172.0
Office Supplies,Jun,739798.0,132002.0
Technology,Sep,232955.0,40488.0
Technology,Dec,316103.0,55490.0
Technology,Jun,325131.0,59189.0
Office Supplies,Jan,870936.0,157005.0
Technology,Aug,308781.0,53101.0
Technology,Oct,352997.0,58968.0
Technology,Jan,311953.0,57732.0
Office Supplies,Mar,819345.0,138257.0
Office Supplies,Aug,727054.0,131542.0
Office Supplies,Sep,772230.0,133848.0
Office Supplies,Oct,817236.0,140835.0
Furniture,Nov,275879.0,47103.0
Office Supplies,Nov,765071.0,131360.0
Technology,May,298342.0,51585.0
Furniture,Feb,222506.0,40662.0
Office Supplies,Apr,755218.0,133678.0
Furniture,Jan,274087.0,49071.0
Furniture,Jun,269513.0,46196.0
Technology,Nov,324169.0,57785.0
Technology,Mar,281411.0,49824.0
Technology,Feb,276484.0,46574.0
Furniture,Apr,305346.0,55194.0
Technology,Apr,298244.0,51933.0
Furniture,Dec,294491.0,52969.0
Office Supplies,May,820770.0,146577.0
Furniture,Jul,247570.0,43217.0
Furniture,May,286138.0,52608.0
