category,month,total_sales,total_profit
Furniture,Sep,235199.0,40979.0
Furniture,Oct,203001.0,37048.0
Furniture,Mar,250642.0,45178.0
Office Supplies,Feb,600270.0,106175.0
Technology,Jul,226281.0,40461.0
Office Supplies,Dec,724424.0,129984.0
Furniture,Aug,211980.0,38113.0
Office Supplies,Jul,585925.0,104644.0
Office Supplies,Jun,519223.0,93439.0
Technology,Sep,188530.0,32733.0
Technology,Dec,252042.0,44839.0
Technology,Jun,259266.0,46833.0
Office Supplies,Jan,668998.0,121280.0
Technology,Aug,217704.0,37995.0
Technology,Oct,272837.0,44761.0
Technology,Jan,241800.0,45313.0
Office Supplies,Mar,640819.0,108594.0
Office Supplies,Aug,579333.0,105898.0
Office Supplies,Sep,588282.0,101211.0
Office Supplies,Oct,638620.0,109759.0
Furniture,Nov,211382.0,35375.0
Office Supplies,Nov,587436.0,100754.0
Technology,May,220686.0,37340.0
Furniture,Feb,178137.0,33134.0
Office Supplies,Apr,568495.0,101953.0
Furniture,Jan,202874.0,35490.0
Furniture,Jun,200326.0,36276.0
Technology,Nov,256201.0,44818.0
Technology,Mar,220569.0,38937.0
Technology,Feb,205405.0,33477.0
Furniture,Apr,231200.0,41602.0
Technology,Apr,233936.0,40616.0
Furniture,Dec,212774.0,38075.0
Office Supplies,May,618555.0,109914.0
Furniture,Jul,177670.0,31973.0
Furniture,May,211482.0,40021.0
