region,month_name,total_sales
South,Mar,293700.0
South,Jan,254315.0
East,Apr,436012.0
East,Nov,422875.0
Central,May,366473.0
East,Mar,391870.0
Central,Oct,310272.0
South,Nov,218930.0
Central,Apr,326783.0
South,Jul,210466.0
Central,Mar,351396.0
East,Jan,414725.0
West,Apr,414933.0
East,Sep,384640.0
South,Sep,254512.0
West,Aug,395519.0
Central,Nov,337434.0
South,Feb,254435.0
West,Mar,420429.0
South,Dec,291555.0
East,Feb,356213.0
West,Dec,504360.0
West,Sep,386793.0
Central,Sep,307102.0
South,Aug,270824.0
East,Jun,337037.0
West,Jan,479637.0
South,Apr,229998.0
Central,Dec,352209.0
West,Oct,439616.0
Central,Jun,330517.0
Central,Aug,280222.0
East,Oct,455067.0
West,Jun,459661.0
West,Jul,405797.0
West,Nov,430315.0
East,Dec,420974.0
South,Jun,249415.0
East,Jul,408273.0
East,May,362972.0
South,Oct,263714.0
Central,Jul,342303.0
Central,Jan,347488.0
East,Aug,403766.0
Central,Feb,319770.0
South,May,261042.0
West,May,466416.0
West,Feb,348803.0
