region,month_name,total_sales
South,Mar,292854.0
South,Jan,251795.0
East,Apr,432206.0
East,Nov,419051.0
Central,May,364836.0
East,Mar,380379.0
Central,Oct,308485.0
South,Nov,218930.0
Central,Apr,326093.0
South,Jul,209998.0
Central,Mar,349291.0
East,Jan,411793.0
West,Apr,409817.0
East,Sep,379953.0
South,Sep,252672.0
West,Aug,393013.0
Central,Nov,336837.0
South,Feb,251897.0
West,Mar,418909.0
South,Dec,289599.0
East,Feb,354640.0
West,Dec,502288.0
West,Sep,383317.0
Central,Sep,305928.0
South,Aug,269387.0
East,Jun,333827.0
West,Jan,473680.0
South,Apr,226651.0
Central,Dec,351165.0
West,Oct,436538.0
Central,Jun,328354.0
Central,Aug,279229.0
East,Oct,441766.0
West,Jun,455678.0
West,Jul,403747.0
West,Nov,428712.0
East,Dec,419282.0
South,Jun,244494.0
East,Jul,403252.0
East,May,357266.0
South,Oct,261977.0
Central,Jul,340144.0
Central,Jan,346387.0
East,Aug,400947.0
Central,Feb,316061.0
South,May,259598.0
West,May,456103.0
West,Feb,346469.0
