state,total_sales,total_customers
Alabama,110032.0,69
Arizona,426824.0,218
Arkansas,89631.0,21
California,3491364.0,1633
Colorado,441341.0,222
Connecticut,137562.0,74
Delaware,116812.0,55
District of Columbia,17817.0,14
Florida,641178.0,275
Georgia,246577.0,144
Illinois,914790.0,447
Indiana,219507.0,108
Iowa,37561.0,21
Kansas,44332.0,12
Kentucky,351970.0,140
Louisiana,87726.0,41
Maryland,52314.0,27
Massachusetts,234520.0,116
Michigan,304689.0,146
Minnesota,263459.0,120
Mississippi,99123.0,48
Missouri,126821.0,63
Nebraska,20843.0,12
Nevada,37964.0,21
New Hampshire,40075.0,23
New Jersey,269181.0,127
New Mexico,48492.0,33
New York,1754516.0,860
North Carolina,534786.0,306
Ohio,809485.0,400
Oklahoma,65810.0,32
Oregon,69088.0,31
Pennsylvania,958311.0,483
Rhode Island,92736.0,52
South Dakota,19956.0,10
Tennessee,270225.0,145
Texas,1672592.0,800
Utah,84949.0,53
Virginia,336041.0,155
Washington,847894.0,412
Wisconsin,126151.0,87
