category,month,total_sales,total_profit
Furniture,Sep,298867.0,51931.0
Furniture,Oct,262762.0,48279.0
Furniture,Mar,332380.0,57631.0
Office Supplies,Feb,779388.0,136959.0
Technology,Jul,310306.0,55499.0
Office Supplies,Dec,948669.0,167364.0
Furniture,Aug,286111.0,51208.0
Office Supplies,Jul,820103.0,144005.0
Office Supplies,Jun,777846.0,139264.0
Technology,Sep,246793.0,42761.0
Technology,Dec,326086.0,57337.0
Technology,Jun,339061.0,61838.0
Office Supplies,Jan,898896.0,161783.0
Technology,Aug,327260.0,56783.0
Technology,Oct,365916.0,61234.0
Technology,Jan,331424.0,61497.0
Office Supplies,Mar,853398.0,143444.0
Office Supplies,Aug,755202.0,137146.0
Office Supplies,Sep,805281.0,139736.0
Office Supplies,Oct,856014.0,148355.0
Furniture,Nov,286550.0,49122.0
Office Supplies,Nov,797960.0,137666.0
Technology,May,316039.0,53887.0
Furniture,Feb,233751.0,42543.0
Office Supplies,Apr,786797.0,139317.0
Furniture,Jan,281417.0,50504.0
Furniture,Jun,284153.0,48524.0
Technology,Nov,342316.0,61655.0
Technology,Mar,290923.0,51336.0
Technology,Feb,287254.0,48106.0
Furniture,Apr,327445.0,57968.0
Technology,Apr,320357.0,55749.0
Furniture,Dec,311932.0,56458.0
Office Supplies,May,851843.0,151557.0
Furniture,Jul,262447.0,45941.0
Furniture,May,308519.0,56727.0
