state,total_sales,total_customers
Alabama,90275.0,52
Arizona,335105.0,120
Arkansas,70792.0,11
California,2715204.0,958
Colorado,318046.0,126
Connecticut,123429.0,49
Delaware,99880.0,35
District of Columbia,9096.0,4
Florida,504176.0,155
Georgia,183012.0,90
Illinois,701963.0,261
Indiana,176648.0,68
Iowa,20992.0,13
Kansas,36048.0,5
Kentucky,307272.0,86
Louisiana,64572.0,29
Maryland,31572.0,11
Massachusetts,175014.0,61
Michigan,246718.0,91
Minnesota,214392.0,72
Mississippi,81086.0,28
Missouri,96659.0,41
Nebraska,18050.0,7
Nevada,29995.0,11
New Hampshire,30291.0,11
New Jersey,199852.0,64
New Mexico,32157.0,21
New York,1353776.0,490
North Carolina,421725.0,188
Ohio,611154.0,226
Oklahoma,47133.0,16
Oregon,49345.0,16
Pennsylvania,695319.0,270
Rhode Island,68366.0,25
South Dakota,8696.0,7
Tennessee,199063.0,72
Texas,1288151.0,446
Utah,63534.0,28
Virginia,275729.0,86
Washington,611871.0,227
Wisconsin,102052.0,57
