region,month_name,total_sales
South,Mar,296132.0
South,Jan,260576.0
East,Apr,440870.0
East,Nov,427515.0
Central,May,372416.0
East,Mar,404435.0
Central,Oct,313617.0
South,Nov,224056.0
Central,Apr,344391.0
South,Jul,213931.0
Central,Mar,355080.0
East,Jan,418521.0
West,Apr,420789.0
East,Sep,394989.0
South,Sep,257028.0
West,Aug,401291.0
Central,Nov,342992.0
South,Feb,259796.0
West,Mar,426138.0
South,Dec,296179.0
East,Feb,362782.0
West,Dec,509665.0
West,Sep,391437.0
Central,Sep,313031.0
South,Aug,280156.0
East,Jun,339913.0
West,Jan,484266.0
South,Apr,232795.0
Central,Dec,356824.0
West,Oct,453788.0
Central,Jun,335856.0
Central,Aug,283764.0
East,Oct,461662.0
West,Jun,466865.0
West,Jul,413825.0
West,Nov,435570.0
East,Dec,426986.0
South,Jun,261847.0
East,Jul,413964.0
East,May,368207.0
South,Oct,266757.0
Central,Jul,357953.0
Central,Jan,352133.0
East,Aug,408314.0
Central,Feb,336658.0
South,May,265278.0
West,May,474901.0
West,Feb,351618.0
