category,month,total_sales,total_profit
Furniture,Sep,229445.0,40018.0
Furniture,Oct,198933.0,36332.0
Furniture,Mar,241589.0,43488.0
Office Supplies,Feb,575263.0,101817.0
Technology,Jul,209059.0,37139.0
Office Supplies,Dec,695324.0,124845.0
Furniture,Aug,200615.0,35793.0
Office Supplies,Jul,560635.0,100329.0
Office Supplies,Jun,503588.0,90779.0
Technology,Sep,176673.0,30888.0
Technology,Dec,236459.0,41426.0
Technology,Jun,248964.0,44793.0
Office Supplies,Jan,649906.0,117933.0
Technology,Aug,210451.0,36624.0
Technology,Oct,256189.0,42545.0
Technology,Jan,236966.0,44334.0
Office Supplies,Mar,624084.0,105760.0
Office Supplies,Aug,559952.0,102521.0
Office Supplies,Sep,570026.0,97626.0
Office Supplies,Oct,614270.0,105607.0
Furniture,Nov,199941.0,34200.0
Office Supplies,Nov,564031.0,96881.0
Technology,May,212140.0,35811.0
Furniture,Feb,170640.0,32114.0
Office Supplies,Apr,552390.0,99138.0
Furniture,Jan,192122.0,33838.0
Furniture,Jun,192585.0,34818.0
Technology,Nov,250771.0,43968.0
Technology,Mar,212375.0,37447.0
Technology,Feb,196945.0,32013.0
Furniture,Apr,227325.0,41081.0
Technology,Apr,222305.0,38558.0
Furniture,Dec,205356.0,36818.0
Office Supplies,May,585223.0,104734.0
Furniture,Jul,171256.0,30842.0
Furniture,May,205314.0,38614.0
