region,month_name,total_sales
South,Mar,241868.0
South,Jan,214615.0
East,Apr,345768.0
East,Nov,347280.0
Central,May,300828.0
East,Mar,312920.0
Central,Oct,256441.0
South,Nov,182521.0
Central,Apr,281971.0
South,Jul,165102.0
Central,Mar,305754.0
East,Jan,325406.0
West,Apr,344061.0
East,Sep,298362.0
South,Sep,203399.0
West,Aug,326676.0
Central,Nov,282711.0
South,Feb,226721.0
West,Mar,351800.0
South,Dec,251134.0
East,Feb,309327.0
West,Dec,409471.0
West,Sep,324593.0
Central,Sep,269821.0
South,Aug,228701.0
East,Jun,285972.0
West,Jan,401918.0
South,Apr,189672.0
Central,Dec,305338.0
West,Oct,363921.0
Central,Jun,267820.0
Central,Aug,240696.0
East,Oct,373442.0
West,Jun,359632.0
West,Jul,345181.0
West,Nov,337804.0
East,Dec,364887.0
South,Jun,197777.0
East,Jul,313545.0
East,May,294314.0
South,Oct,221380.0
Central,Jul,271942.0
Central,Jan,290289.0
East,Aug,343825.0
Central,Feb,273888.0
South,May,210611.0
West,May,373905.0
West,Feb,295580.0
