state,total_sales,total_customers
Alabama,100990.0,61
Arizona,383891.0,179
Arkansas,72973.0,16
California,3145363.0,1346
Colorado,393696.0,173
Connecticut,130349.0,64
Delaware,109762.0,46
District of Columbia,13366.0,9
Florida,581396.0,214
Georgia,226298.0,126
Illinois,841019.0,380
Indiana,195638.0,89
Iowa,36309.0,20
Kansas,41726.0,9
Kentucky,332349.0,116
Louisiana,79490.0,35
Maryland,50906.0,25
Massachusetts,208676.0,93
Michigan,286169.0,127
Minnesota,233946.0,96
Mississippi,93657.0,42
Missouri,123854.0,59
Nebraska,20674.0,11
Nevada,36964.0,19
New Hampshire,36829.0,20
New Jersey,229690.0,95
New Mexico,47127.0,31
New York,1589054.0,719
North Carolina,501202.0,261
Ohio,733815.0,322
Oklahoma,57514.0,25
Oregon,64129.0,26
Pennsylvania,850748.0,395
Rhode Island,85380.0,45
South Dakota,19956.0,10
Tennessee,243626.0,114
Texas,1541861.0,662
Utah,79873.0,43
Virginia,313747.0,127
Washington,760254.0,331
Wisconsin,119398.0,76
