state,total_sales,total_customers
Alabama,118716.0,75
Arizona,466850.0,244
Arkansas,90741.0,23
California,3658391.0,1798
Colorado,466650.0,240
Connecticut,139599.0,77
Delaware,123111.0,60
District of Columbia,18549.0,16
Florida,680225.0,309
Georgia,263789.0,158
Illinois,959056.0,492
Indiana,228492.0,121
Iowa,38719.0,22
Kansas,45164.0,13
Kentucky,359328.0,152
Louisiana,87981.0,42
Maryland,52750.0,28
Massachusetts,239471.0,122
Michigan,324531.0,168
Minnesota,271391.0,130
Mississippi,106130.0,55
Missouri,132702.0,71
Nebraska,20843.0,12
Nevada,39471.0,22
New Hampshire,41116.0,25
New Jersey,282370.0,142
New Mexico,48492.0,33
New York,1829193.0,947
North Carolina,559983.0,325
Ohio,833333.0,429
Oklahoma,70263.0,36
Oregon,70462.0,33
Pennsylvania,998533.0,534
Rhode Island,94028.0,55
South Dakota,19956.0,10
Tennessee,283349.0,160
Texas,1764981.0,884
Utah,88061.0,59
Virginia,360364.0,176
Washington,911507.0,459
Wisconsin,143551.0,94
