region,month_name,total_sales
South,Mar,223900.0
South,Jan,196599.0
East,Apr,317206.0
East,Nov,327323.0
Central,May,275114.0
East,Mar,293617.0
Central,Oct,244042.0
South,Nov,174673.0
Central,Apr,266438.0
South,Jul,154896.0
Central,Mar,294257.0
East,Jan,309526.0
West,Apr,306247.0
East,Sep,283685.0
South,Sep,196584.0
West,Aug,307398.0
Central,Nov,267604.0
South,Feb,212598.0
West,Mar,338383.0
South,Dec,229881.0
East,Feb,290577.0
West,Dec,376230.0
West,Sep,302798.0
Central,Sep,252909.0
South,Aug,199165.0
East,Jun,258447.0
West,Jan,378708.0
South,Apr,172939.0
Central,Dec,284976.0
West,Oct,344091.0
Central,Jun,246517.0
Central,Aug,226066.0
East,Oct,342555.0
West,Jun,314498.0
West,Jul,319863.0
West,Nov,317625.0
East,Dec,339694.0
South,Jun,184046.0
East,Jul,300532.0
East,May,278111.0
South,Oct,211354.0
Central,Jul,253718.0
Central,Jan,266702.0
East,Aug,324731.0
Central,Feb,248252.0
South,May,202972.0
West,May,332816.0
West,Feb,264777.0
