category,month,total_sales,total_profit
Furniture,Sep,267153.0,46289.0
Furniture,Oct,235815.0,43241.0
Furniture,Mar,302091.0,52957.0
Office Supplies,Feb,698226.0,122453.0
Technology,Jul,277026.0,49375.0
Office Supplies,Dec,866760.0,153909.0
Furniture,Aug,261417.0,46161.0
Office Supplies,Jul,724438.0,127746.0
Office Supplies,Jun,672223.0,119558.0
Technology,Sep,217650.0,38099.0
Technology,Dec,297532.0,52094.0
Technology,Jun,305054.0,55143.0
Office Supplies,Jan,814927.0,146918.0
Technology,Aug,283953.0,48868.0
Technology,Oct,326875.0,54202.0
Technology,Jan,288800.0,53723.0
Office Supplies,Mar,745249.0,126047.0
Office Supplies,Aug,683600.0,123244.0
Office Supplies,Sep,710551.0,122859.0
Office Supplies,Oct,767083.0,133110.0
Furniture,Nov,253661.0,43182.0
Office Supplies,Nov,707853.0,121705.0
Technology,May,274096.0,47365.0
Furniture,Feb,208462.0,38341.0
Office Supplies,Apr,700279.0,125101.0
Furniture,Jan,252670.0,44646.0
Furniture,Jun,255000.0,44301.0
Technology,Nov,300292.0,52924.0
Technology,Mar,262695.0,46305.0
Technology,Feb,263262.0,44482.0
Furniture,Apr,290763.0,52394.0
Technology,Apr,282062.0,48921.0
Furniture,Dec,271689.0,49834.0
Office Supplies,May,753221.0,134141.0
Furniture,Jul,220427.0,38990.0
Furniture,May,241383.0,44899.0
