region,month_name,total_sales
South,Mar,265967.0
South,Jan,231997.0
East,Apr,390864.0
East,Nov,381692.0
Central,May,326979.0
East,Mar,346434.0
Central,Oct,281138.0
South,Nov,199796.0
Central,Apr,306771.0
South,Jul,187711.0
Central,Mar,331226.0
East,Jan,381747.0
West,Apr,389215.0
East,Sep,351094.0
South,Sep,231656.0
West,Aug,361246.0
Central,Nov,315092.0
South,Feb,238647.0
West,Mar,386141.0
South,Dec,272771.0
East,Feb,331409.0
West,Dec,457996.0
West,Sep,347158.0
Central,Sep,290001.0
South,Aug,248852.0
East,Jun,312310.0
West,Jan,443374.0
South,Apr,199594.0
Central,Dec,324616.0
West,Oct,410111.0
Central,Jun,305464.0
Central,Aug,260808.0
East,Oct,415303.0
West,Jun,409677.0
West,Jul,375882.0
West,Nov,392436.0
East,Dec,398592.0
South,Jun,222620.0
East,Jul,377382.0
East,May,323147.0
South,Oct,240034.0
Central,Jul,311990.0
Central,Jan,316261.0
East,Aug,371279.0
Central,Feb,294376.0
South,May,243180.0
West,May,409873.0
West,Feb,319944.0
