segment,month_name,total_sales,total_profit
Corporate,Oct,336921.0,57506.0
Home Office,Jul,192993.0,33380.0
Consumer,Jul,488097.0,86810.0
Corporate,Mar,302717.0,52704.0
Consumer,Nov,470890.0,81715.0
Home Office,Aug,162490.0,28195.0
Consumer,Aug,530982.0,97387.0
Corporate,Aug,289056.0,51605.0
Home Office,Apr,181058.0,32561.0
Consumer,Jun,488569.0,87469.0
Consumer,May,513310.0,91069.0
Home Office,Sep,160187.0,26699.0
Corporate,Jul,270670.0,49904.0
Corporate,Dec,389897.0,70154.0
Corporate,May,319866.0,57137.0
Corporate,Apr,314764.0,54906.0
Home Office,May,178379.0,32705.0
Home Office,Jan,204775.0,37251.0
Home Office,Jun,166064.0,31208.0
Consumer,Sep,539978.0,93303.0
Home Office,Mar,211284.0,34046.0
Consumer,Apr,513849.0,92426.0
Home Office,Nov,201250.0,35293.0
Home Office,Oct,208523.0,35883.0
Consumer,Dec,567224.0,102559.0
Corporate,Nov,352774.0,59851.0
Corporate,Sep,295286.0,51714.0
Corporate,Feb,298805.0,50923.0
Home Office,Feb,173813.0,31461.0
Consumer,Mar,574471.0,101595.0
Consumer,Oct,540405.0,93402.0
Corporate,Jan,366311.0,64641.0
Consumer,Jan,520385.0,96449.0
Corporate,Jun,301864.0,53675.0
Home Office,Dec,190275.0,32097.0
Consumer,Feb,480675.0,85684.0
