region,month_name,total_sales
South,Mar,272180.0
South,Jan,243386.0
East,Apr,416296.0
East,Nov,396823.0
Central,May,346253.0
East,Mar,366149.0
Central,Oct,286543.0
South,Nov,209135.0
Central,Apr,314000.0
South,Jul,201187.0
Central,Mar,339017.0
East,Jan,398184.0
West,Apr,399206.0
East,Sep,363173.0
South,Sep,240255.0
West,Aug,373530.0
Central,Nov,320906.0
South,Feb,243080.0
West,Mar,403558.0
South,Dec,281170.0
East,Feb,341088.0
West,Dec,473948.0
West,Sep,359939.0
Central,Sep,294772.0
South,Aug,253433.0
East,Jun,321701.0
West,Jan,456299.0
South,Apr,208588.0
Central,Dec,341969.0
West,Oct,417698.0
Central,Jun,315092.0
Central,Aug,267870.0
East,Oct,425135.0
West,Jun,422142.0
West,Jul,383907.0
West,Nov,404792.0
East,Dec,409813.0
South,Jun,230387.0
East,Jul,386749.0
East,May,333465.0
South,Oct,249809.0
Central,Jul,320861.0
Central,Jan,322312.0
East,Aug,386673.0
Central,Feb,304911.0
South,May,249216.0
West,May,432910.0
West,Feb,328881.0
