category,month,total_sales,total_profit
Furniture,Sep,248185.0,43238.0
Furniture,Oct,215348.0,39572.0
Furniture,Mar,272477.0,48664.0
Office Supplies,Feb,656123.0,115107.0
Technology,Jul,249012.0,44343.0
Office Supplies,Dec,802856.0,142885.0
Furniture,Aug,239795.0,42538.0
Office Supplies,Jul,634263.0,112756.0
Office Supplies,Jun,576366.0,103189.0
Technology,Sep,202604.0,35228.0
Technology,Dec,266928.0,47172.0
Technology,Jun,282446.0,50984.0
Office Supplies,Jan,723831.0,131146.0
Technology,Aug,245343.0,42629.0
Technology,Oct,289544.0,47628.0
Technology,Jan,254013.0,47409.0
Office Supplies,Mar,681204.0,115010.0
Office Supplies,Aug,633184.0,115007.0
Office Supplies,Sep,629317.0,108140.0
Office Supplies,Oct,687300.0,117906.0
Furniture,Nov,229594.0,38387.0
Office Supplies,Nov,626763.0,107704.0
Technology,May,252393.0,43074.0
Furniture,Feb,194375.0,35720.0
Office Supplies,Apr,621580.0,110774.0
Furniture,Jan,229927.0,40842.0
Furniture,Jun,215890.0,38560.0
Technology,Nov,274022.0,48231.0
Technology,Mar,236939.0,41984.0
Technology,Feb,231111.0,37667.0
Furniture,Apr,254091.0,45773.0
Technology,Apr,258839.0,45277.0
Furniture,Dec,245491.0,44828.0
Office Supplies,May,678100.0,119957.0
Furniture,Jul,193803.0,34435.0
Furniture,May,222367.0,42060.0
