region,month_name,total_sales
South,Mar,244911.0
South,Jan,217947.0
East,Apr,351335.0
East,Nov,353553.0
Central,May,305163.0
East,Mar,318345.0
Central,Oct,261900.0
South,Nov,184442.0
Central,Apr,285199.0
South,Jul,168450.0
Central,Mar,312424.0
East,Jan,341432.0
West,Apr,351762.0
East,Sep,301390.0
South,Sep,209541.0
West,Aug,333103.0
Central,Nov,286831.0
South,Feb,228391.0
West,Mar,359225.0
South,Dec,252840.0
East,Feb,312497.0
West,Dec,422001.0
West,Sep,331731.0
Central,Sep,274477.0
South,Aug,229931.0
East,Jun,291991.0
West,Jan,413135.0
South,Apr,189887.0
Central,Dec,310537.0
West,Oct,373745.0
Central,Jun,273610.0
Central,Aug,243500.0
East,Oct,375911.0
West,Jun,368317.0
West,Jul,353387.0
West,Nov,363770.0
East,Dec,375607.0
South,Jun,207776.0
East,Jul,328817.0
East,May,300399.0
South,Oct,224993.0
Central,Jul,278578.0
Central,Jan,294773.0
East,Aug,352126.0
Central,Feb,276281.0
South,May,218431.0
West,May,383166.0
West,Feb,300446.0
