segment,month_name,total_sales,total_profit
Corporate,Oct,425693.0,74196.0
Home Office,Jul,286594.0,49134.0
Consumer,Jul,657960.0,115221.0
Corporate,Mar,411324.0,70305.0
Consumer,Nov,630130.0,108646.0
Home Office,Aug,224777.0,38034.0
Consumer,Aug,700420.0,128006.0
Corporate,Aug,380897.0,67104.0
Home Office,Apr,227719.0,40685.0
Consumer,Jun,694697.0,122327.0
Consumer,May,698189.0,123968.0
Home Office,Sep,212983.0,35841.0
Corporate,Jul,368721.0,67120.0
Corporate,Dec,490878.0,89548.0
Corporate,May,423883.0,74694.0
Corporate,Apr,433220.0,75066.0
Home Office,May,273634.0,50529.0
Home Office,Jan,278629.0,50703.0
Home Office,Jun,234877.0,42355.0
Consumer,Sep,696381.0,121034.0
Home Office,Mar,275689.0,45634.0
Consumer,Apr,695012.0,124552.0
Home Office,Nov,254599.0,44246.0
Home Office,Oct,277043.0,48635.0
Consumer,Dec,774136.0,137106.0
Corporate,Nov,467531.0,81435.0
Corporate,Sep,368600.0,64646.0
Corporate,Feb,385541.0,65606.0
Home Office,Feb,225362.0,40593.0
Consumer,Mar,720733.0,125661.0
Consumer,Oct,703579.0,120838.0
Corporate,Jan,463748.0,81709.0
Consumer,Jan,707806.0,130163.0
Corporate,Jun,390308.0,70505.0
Home Office,Dec,259248.0,43727.0
Consumer,Feb,623879.0,110467.0
