region,month_name,total_sales
South,Mar,266789.0
South,Jan,232272.0
East,Apr,392732.0
East,Nov,384145.0
Central,May,329305.0
East,Mar,347583.0
Central,Oct,282424.0
South,Nov,201515.0
Central,Apr,307354.0
South,Jul,188473.0
Central,Mar,334801.0
East,Jan,383303.0
West,Apr,391561.0
East,Sep,355848.0
South,Sep,232901.0
West,Aug,362876.0
Central,Nov,317135.0
South,Feb,240084.0
West,Mar,387197.0
South,Dec,275472.0
East,Feb,332213.0
West,Dec,459352.0
West,Sep,350819.0
Central,Sep,291702.0
South,Aug,249236.0
East,Jun,314617.0
West,Jan,445097.0
South,Apr,200964.0
Central,Dec,334226.0
West,Oct,413803.0
Central,Jun,306984.0
Central,Aug,263499.0
East,Oct,417838.0
West,Jun,410732.0
West,Jul,377194.0
West,Nov,394408.0
East,Dec,400451.0
South,Jun,223541.0
East,Jul,382051.0
East,May,325049.0
South,Oct,241872.0
Central,Jul,314850.0
Central,Jan,319296.0
East,Aug,373662.0
Central,Feb,296949.0
South,May,243821.0
West,May,411443.0
West,Feb,320245.0
