category,month,total_sales,total_profit
Furniture,Sep,281362.0,48590.0
Furniture,Oct,254041.0,46741.0
Furniture,Mar,318944.0,55898.0
Office Supplies,Feb,744477.0,130855.0
Technology,Jul,296802.0,52761.0
Office Supplies,Dec,921565.0,163248.0
Furniture,Aug,277063.0,49544.0
Office Supplies,Jul,781331.0,137819.0
Office Supplies,Jun,741700.0,132372.0
Technology,Sep,233260.0,40544.0
Technology,Dec,317478.0,55711.0
Technology,Jun,326007.0,59319.0
Office Supplies,Jan,875065.0,157771.0
Technology,Aug,309286.0,53202.0
Technology,Oct,353756.0,59057.0
Technology,Jan,312049.0,57741.0
Office Supplies,Mar,822396.0,138739.0
Office Supplies,Aug,728771.0,131927.0
Office Supplies,Sep,775059.0,134285.0
Office Supplies,Oct,818954.0,141085.0
Furniture,Nov,275879.0,47103.0
Office Supplies,Nov,771103.0,132554.0
Technology,May,299150.0,51787.0
Furniture,Feb,223095.0,40752.0
Office Supplies,Apr,756588.0,133915.0
Furniture,Jan,274707.0,49214.0
Furniture,Jun,270003.0,46326.0
Technology,Nov,325411.0,58012.0
Technology,Mar,282084.0,49963.0
Technology,Feb,277126.0,46649.0
Furniture,Apr,307105.0,55521.0
Technology,Apr,299437.0,52083.0
Furniture,Dec,305259.0,55290.0
Office Supplies,May,823312.0,146749.0
Furniture,Jul,248504.0,43374.0
Furniture,May,286916.0,52678.0
