category,month,total_sales,total_profit
Furniture,Sep,277550.0,47895.0
Furniture,Oct,246328.0,45199.0
Furniture,Mar,312547.0,54823.0
Office Supplies,Feb,737342.0,129651.0
Technology,Jul,292840.0,52124.0
Office Supplies,Dec,911582.0,161278.0
Furniture,Aug,274159.0,49026.0
Office Supplies,Jul,768965.0,135223.0
Office Supplies,Jun,714062.0,126938.0
Technology,Sep,230983.0,40112.0
Technology,Dec,311132.0,54564.0
Technology,Jun,318206.0,57640.0
Office Supplies,Jan,855817.0,154515.0
Technology,Aug,303627.0,52394.0
Technology,Oct,346828.0,58137.0
Technology,Jan,301919.0,55836.0
Office Supplies,Mar,808664.0,136416.0
Office Supplies,Aug,715890.0,129609.0
Office Supplies,Sep,763540.0,132683.0
Office Supplies,Oct,798586.0,138223.0
Furniture,Nov,268788.0,46044.0
Office Supplies,Nov,755843.0,129688.0
Technology,May,294588.0,50993.0
Furniture,Feb,216832.0,39770.0
Office Supplies,Apr,748044.0,132168.0
Furniture,Jan,271854.0,48677.0
Furniture,Jun,263845.0,45539.0
Technology,Nov,320228.0,57249.0
Technology,Mar,276139.0,48728.0
Technology,Feb,271498.0,45691.0
Furniture,Apr,304517.0,55003.0
Technology,Apr,295271.0,51510.0
Furniture,Dec,292375.0,52599.0
Office Supplies,May,810088.0,144870.0
Furniture,Jul,243606.0,42657.0
Furniture,May,274186.0,49809.0
