region,month_name,total_sales
South,Mar,289458.0
South,Jan,249301.0
East,Apr,427402.0
East,Nov,407791.0
Central,May,353630.0
East,Mar,376830.0
Central,Oct,301852.0
South,Nov,216495.0
Central,Apr,319995.0
South,Jul,208487.0
Central,Mar,347160.0
East,Jan,406742.0
West,Apr,404014.0
East,Sep,370927.0
South,Sep,247702.0
West,Aug,382895.0
Central,Nov,329823.0
South,Feb,249020.0
West,Mar,412470.0
South,Dec,286579.0
East,Feb,348496.0
West,Dec,494956.0
West,Sep,370447.0
Central,Sep,302071.0
South,Aug,263495.0
East,Jun,329032.0
West,Jan,467565.0
South,Apr,221725.0
Central,Dec,348559.0
West,Oct,430155.0
Central,Jun,325114.0
Central,Aug,274817.0
East,Oct,438036.0
West,Jun,443971.0
West,Jul,390779.0
West,Nov,419977.0
East,Dec,415791.0
South,Jun,240730.0
East,Jul,397291.0
East,May,351727.0
South,Oct,259133.0
Central,Jul,332857.0
Central,Jan,338868.0
East,Aug,394966.0
Central,Feb,312197.0
South,May,255322.0
West,May,449942.0
West,Feb,336364.0
