segment,month_name,total_sales,total_profit
Corporate,Oct,411902.0,71878.0
Home Office,Jul,277428.0,48024.0
Consumer,Jul,632493.0,110874.0
Corporate,Mar,386426.0,65790.0
Consumer,Nov,609717.0,104914.0
Home Office,Aug,215790.0,36238.0
Consumer,Aug,674313.0,122936.0
Corporate,Aug,367324.0,64299.0
Home Office,Apr,222098.0,39389.0
Consumer,Jun,665486.0,116991.0
Consumer,May,662519.0,116706.0
Home Office,Sep,204598.0,34155.0
Corporate,Jul,357969.0,65036.0
Corporate,Dec,478072.0,86868.0
Corporate,May,416608.0,73321.0
Corporate,Apr,422269.0,73289.0
Home Office,May,259262.0,47714.0
Home Office,Jan,267634.0,48614.0
Home Office,Jun,224887.0,40493.0
Consumer,Sep,673514.0,117059.0
Home Office,Mar,272498.0,45011.0
Consumer,Apr,670260.0,119908.0
Home Office,Nov,243191.0,42341.0
Home Office,Oct,270496.0,47378.0
Consumer,Dec,750905.0,133359.0
Corporate,Nov,452816.0,79024.0
Corporate,Sep,358722.0,62951.0
Corporate,Feb,371326.0,63321.0
Home Office,Feb,219782.0,39404.0
Consumer,Mar,688245.0,121293.0
Consumer,Oct,681139.0,117286.0
Corporate,Jan,445498.0,78440.0
Consumer,Jan,675813.0,124245.0
Corporate,Jun,375747.0,67365.0
Home Office,Dec,254189.0,43027.0
Consumer,Feb,608364.0,107973.0
