region,month_name,total_sales
South,Mar,208471.0
South,Jan,183347.0
East,Apr,295462.0
East,Nov,301346.0
Central,May,249193.0
East,Mar,275781.0
Central,Oct,226529.0
South,Nov,162689.0
Central,Apr,243712.0
South,Jul,136674.0
Central,Mar,279113.0
East,Jan,289061.0
West,Apr,283988.0
East,Sep,266491.0
South,Sep,184646.0
West,Aug,270266.0
Central,Nov,241131.0
South,Feb,200836.0
West,Mar,306764.0
South,Dec,205970.0
East,Feb,265552.0
West,Dec,353556.0
West,Sep,281435.0
Central,Sep,236244.0
South,Aug,186395.0
East,Jun,240433.0
West,Jan,344513.0
South,Apr,166780.0
Central,Dec,258726.0
West,Oct,314014.0
Central,Jun,230872.0
Central,Aug,208668.0
East,Oct,322601.0
West,Jun,291494.0
West,Jul,290361.0
West,Nov,297388.0
East,Dec,297196.0
South,Jun,174859.0
East,Jul,271078.0
East,May,265878.0
South,Oct,195688.0
Central,Jul,227273.0
Central,Jan,248925.0
East,Aug,297819.0
Central,Feb,231207.0
South,May,186480.0
West,May,293261.0
West,Feb,228559.0
