region,month_name,total_sales
South,Mar,256436.0
South,Jan,223449.0
East,Apr,368742.0
East,Nov,361179.0
Central,May,310256.0
East,Mar,327176.0
Central,Oct,273112.0
South,Nov,190993.0
Central,Apr,295303.0
South,Jul,177236.0
Central,Mar,319838.0
East,Jan,353067.0
West,Apr,370739.0
East,Sep,323288.0
South,Sep,214710.0
West,Aug,350305.0
Central,Nov,293999.0
South,Feb,235173.0
West,Mar,369143.0
South,Dec,259014.0
East,Feb,318049.0
West,Dec,435184.0
West,Sep,339164.0
Central,Sep,280070.0
South,Aug,235753.0
East,Jun,299995.0
West,Jan,426230.0
South,Apr,194287.0
Central,Dec,316942.0
West,Oct,390391.0
Central,Jun,282978.0
Central,Aug,251109.0
East,Oct,402688.0
West,Jun,387013.0
West,Jul,362347.0
West,Nov,376194.0
East,Dec,380020.0
South,Jun,216638.0
East,Jul,340904.0
East,May,307068.0
South,Oct,229711.0
Central,Jul,287029.0
Central,Jan,305335.0
East,Aug,355981.0
Central,Feb,284655.0
South,May,226429.0
West,May,391197.0
West,Feb,307032.0
