category,month,total_sales,total_profit
Furniture,Sep,268081.0,46508.0
Furniture,Oct,236030.0,43260.0
Furniture,Mar,302381.0,53017.0
Office Supplies,Feb,699537.0,122714.0
Technology,Jul,277026.0,49375.0
Office Supplies,Dec,868215.0,154054.0
Furniture,Aug,261649.0,46204.0
Office Supplies,Jul,726159.0,128087.0
Office Supplies,Jun,673163.0,119743.0
Technology,Sep,217650.0,38099.0
Technology,Dec,297752.0,52145.0
Technology,Jun,305363.0,55193.0
Office Supplies,Jan,815584.0,147076.0
Technology,Aug,284226.0,48923.0
Technology,Oct,327788.0,54365.0
Technology,Jan,288800.0,53723.0
Office Supplies,Mar,745713.0,126142.0
Office Supplies,Aug,685069.0,123466.0
Office Supplies,Sep,711722.0,123066.0
Office Supplies,Oct,767653.0,133169.0
Furniture,Nov,255071.0,43344.0
Office Supplies,Nov,709852.0,122074.0
Technology,May,274578.0,47456.0
Furniture,Feb,208462.0,38341.0
Office Supplies,Apr,701770.0,125373.0
Furniture,Jan,252790.0,44668.0
Furniture,Jun,255416.0,44342.0
Technology,Nov,308458.0,55168.0
Technology,Mar,262695.0,46305.0
Technology,Feb,263614.0,44527.0
Furniture,Apr,291355.0,52476.0
Technology,Apr,282062.0,48921.0
Furniture,Dec,271689.0,49834.0
Office Supplies,May,755430.0,134639.0
Furniture,Jul,222306.0,39238.0
Furniture,May,241863.0,45027.0
