segment,month_name,total_sales,total_profit
Corporate,Oct,409343.0,71484.0
Home Office,Jul,276911.0,47957.0
Consumer,Jul,631142.0,110586.0
Corporate,Mar,384073.0,65415.0
Consumer,Nov,607165.0,104479.0
Home Office,Aug,215536.0,36188.0
Consumer,Aug,669871.0,122289.0
Corporate,Aug,365354.0,63955.0
Home Office,Apr,221669.0,39314.0
Consumer,Jun,663191.0,116591.0
Consumer,May,659064.0,116134.0
Home Office,Sep,204598.0,34155.0
Corporate,Jul,356486.0,64761.0
Corporate,Dec,475140.0,86414.0
Corporate,May,415059.0,73005.0
Corporate,Apr,419850.0,72797.0
Home Office,May,248805.0,46098.0
Home Office,Jan,266924.0,48464.0
Home Office,Jun,223849.0,40392.0
Consumer,Sep,672835.0,116954.0
Home Office,Mar,271066.0,44757.0
Consumer,Apr,666115.0,119186.0
Home Office,Nov,242037.0,42030.0
Home Office,Oct,270244.0,47332.0
Consumer,Dec,748845.0,132950.0
Corporate,Nov,450783.0,78705.0
Corporate,Sep,356448.0,62534.0
Corporate,Feb,367246.0,62465.0
Home Office,Feb,219061.0,39286.0
Consumer,Mar,686821.0,121089.0
Consumer,Oct,677935.0,116929.0
Corporate,Jan,443686.0,78113.0
Consumer,Jan,674268.0,123957.0
Corporate,Jun,373978.0,67014.0
Home Office,Dec,252562.0,42781.0
Consumer,Feb,604351.0,107349.0
