category,month,total_sales,total_profit
Furniture,Sep,299057.0,51954.0
Furniture,Oct,263068.0,48307.0
Furniture,Mar,333547.0,57788.0
Office Supplies,Feb,791923.0,138966.0
Technology,Jul,310802.0,55566.0
Office Supplies,Dec,951130.0,167725.0
Furniture,Aug,287065.0,51451.0
Office Supplies,Jul,824781.0,144718.0
Office Supplies,Jun,778644.0,139440.0
Technology,Sep,247931.0,42937.0
Technology,Dec,326767.0,57510.0
Technology,Jun,339905.0,61988.0
Office Supplies,Jan,904381.0,162707.0
Technology,Aug,329916.0,57084.0
Technology,Oct,366297.0,61256.0
Technology,Jan,332358.0,61624.0
Office Supplies,Mar,855546.0,143826.0
Office Supplies,Aug,758602.0,137762.0
Office Supplies,Sep,812486.0,141177.0
Office Supplies,Oct,868680.0,151109.0
Furniture,Nov,287288.0,49252.0
Office Supplies,Nov,801007.0,138257.0
Technology,May,317132.0,54077.0
Furniture,Feb,233960.0,42567.0
Office Supplies,Apr,790306.0,139775.0
Furniture,Jan,281815.0,50551.0
Furniture,Jun,287175.0,48891.0
Technology,Nov,343011.0,61780.0
Technology,Mar,293714.0,51823.0
Technology,Feb,296635.0,50514.0
Furniture,Apr,329422.0,58313.0
Technology,Apr,321246.0,55971.0
Furniture,Dec,312590.0,56618.0
Office Supplies,May,855228.0,152278.0
Furniture,Jul,264810.0,46171.0
Furniture,May,309810.0,56901.0
