state,total_sales,total_customers
Alabama,118716.0,75
Arizona,468774.0,247
Arkansas,90820.0,24
California,3670387.0,1815
Colorado,479589.0,243
Connecticut,139599.0,77
Delaware,124122.0,62
District of Columbia,18549.0,16
Florida,682024.0,312
Georgia,263789.0,158
Illinois,961192.0,495
Indiana,229011.0,122
Iowa,38719.0,22
Kansas,45164.0,13
Kentucky,359328.0,152
Louisiana,89031.0,43
Maryland,52750.0,28
Massachusetts,239471.0,122
Michigan,330211.0,173
Minnesota,271503.0,131
Mississippi,106672.0,57
Missouri,132702.0,71
Nebraska,20843.0,12
Nevada,39471.0,22
New Hampshire,41116.0,25
New Jersey,289476.0,146
New Mexico,48492.0,33
New York,1831482.0,950
North Carolina,563816.0,328
Ohio,837605.0,433
Oklahoma,70263.0,36
Oregon,71881.0,34
Pennsylvania,1006708.0,541
Rhode Island,95927.0,57
South Dakota,19956.0,10
Tennessee,283965.0,161
Texas,1774709.0,891
Utah,88061.0,59
Virginia,360476.0,177
Washington,916985.0,466
Wisconsin,144566.0,95
