state,total_sales,total_customers
Alabama,118716.0,75
Arizona,468175.0,246
Arkansas,90741.0,23
California,3668172.0,1810
Colorado,477851.0,241
Connecticut,139599.0,77
Delaware,124122.0,62
District of Columbia,18549.0,16
Florida,680225.0,309
Georgia,263789.0,158
Illinois,959056.0,492
Indiana,228492.0,121
Iowa,38719.0,22
Kansas,45164.0,13
Kentucky,359328.0,152
Louisiana,89031.0,43
Maryland,52750.0,28
Massachusetts,239471.0,122
Michigan,328619.0,171
Minnesota,271503.0,131
Mississippi,106612.0,56
Missouri,132702.0,71
Nebraska,20843.0,12
Nevada,39471.0,22
New Hampshire,41116.0,25
New Jersey,286319.0,144
New Mexico,48492.0,33
New York,1830974.0,948
North Carolina,563816.0,328
Ohio,835218.0,431
Oklahoma,70263.0,36
Oregon,71881.0,34
Pennsylvania,1004567.0,540
Rhode Island,94982.0,56
South Dakota,19956.0,10
Tennessee,283965.0,161
Texas,1771786.0,890
Utah,88061.0,59
Virginia,360476.0,177
Washington,913663.0,463
Wisconsin,144566.0,95
