segment,month_name,total_sales,total_profit
Corporate,Oct,450281.0,77905.0
Home Office,Jul,300890.0,52104.0
Consumer,Jul,684133.0,120089.0
Corporate,Mar,442634.0,74708.0
Consumer,Nov,674066.0,117076.0
Home Office,Aug,236755.0,40361.0
Consumer,Aug,725318.0,132568.0
Corporate,Aug,398087.0,70112.0
Home Office,Apr,237756.0,42514.0
Consumer,Jun,734141.0,129165.0
Consumer,May,746992.0,132057.0
Home Office,Sep,224996.0,37942.0
Corporate,Jul,402918.0,72424.0
Corporate,Dec,514808.0,94134.0
Corporate,May,440422.0,77372.0
Corporate,Apr,456024.0,77990.0
Home Office,May,285710.0,52301.0
Home Office,Jan,288193.0,52282.0
Home Office,Jun,244900.0,43994.0
Consumer,Sep,735478.0,127746.0
Home Office,Mar,282994.0,46853.0
Consumer,Apr,735934.0,131674.0
Home Office,Nov,264091.0,45948.0
Home Office,Oct,282819.0,49675.0
Consumer,Dec,801348.0,141398.0
Corporate,Nov,482787.0,84259.0
Corporate,Sep,386016.0,67752.0
Corporate,Feb,398894.0,67870.0
Home Office,Feb,239822.0,42419.0
Consumer,Mar,746031.0,129952.0
Consumer,Oct,749212.0,129850.0
Corporate,Jan,484670.0,85483.0
Consumer,Jan,736172.0,135671.0
Corporate,Jun,414920.0,74756.0
Home Office,Dec,267931.0,45134.0
Consumer,Feb,655193.0,115860.0
