category,month,total_sales,total_profit
Furniture,Sep,244124.0,42729.0
Furniture,Oct,209151.0,38384.0
Furniture,Mar,263892.0,47104.0
Office Supplies,Feb,629779.0,111290.0
Technology,Jul,241104.0,43005.0
Office Supplies,Dec,765111.0,137158.0
Furniture,Aug,230145.0,40629.0
Office Supplies,Jul,614703.0,109465.0
Office Supplies,Jun,556366.0,99936.0
Technology,Sep,195381.0,34108.0
Technology,Dec,259415.0,46080.0
Technology,Jun,265980.0,47821.0
Office Supplies,Jan,708112.0,128415.0
Technology,Aug,239419.0,41458.0
Technology,Oct,281874.0,46331.0
Technology,Jan,249261.0,46718.0
Office Supplies,Mar,664863.0,112365.0
Office Supplies,Aug,606518.0,111130.0
Office Supplies,Sep,607654.0,104143.0
Office Supplies,Oct,659482.0,113516.0
Furniture,Nov,226455.0,37982.0
Office Supplies,Nov,608429.0,104499.0
Technology,May,236467.0,39931.0
Furniture,Feb,185588.0,34329.0
Office Supplies,Apr,596094.0,106521.0
Furniture,Jan,210100.0,36626.0
Furniture,Jun,208368.0,37307.0
Technology,Nov,267406.0,46838.0
Technology,Mar,231847.0,41025.0
Technology,Feb,213234.0,34773.0
Furniture,Apr,242746.0,43789.0
Technology,Apr,242882.0,42320.0
Furniture,Dec,218496.0,39177.0
Office Supplies,May,643771.0,114500.0
Furniture,Jul,184764.0,33141.0
Furniture,May,217426.0,41079.0
