state,total_sales,total_customers
Alabama,100911.0,60
Arizona,380874.0,173
Arkansas,72186.0,15
California,3059147.0,1275
Colorado,390291.0,169
Connecticut,129787.0,63
Delaware,107634.0,43
District of Columbia,12360.0,8
Florida,573232.0,207
Georgia,224117.0,122
Illinois,821454.0,359
Indiana,194962.0,88
Iowa,36309.0,20
Kansas,40015.0,8
Kentucky,324676.0,109
Louisiana,76029.0,33
Maryland,50676.0,24
Massachusetts,203436.0,90
Michigan,283204.0,122
Minnesota,231414.0,93
Mississippi,90877.0,39
Missouri,119445.0,56
Nebraska,20674.0,11
Nevada,35961.0,18
New Hampshire,35427.0,18
New Jersey,217721.0,83
New Mexico,47127.0,31
New York,1564608.0,690
North Carolina,487333.0,252
Ohio,698774.0,302
Oklahoma,57115.0,24
Oregon,54135.0,23
Pennsylvania,833964.0,378
Rhode Island,83905.0,43
South Dakota,19956.0,10
Tennessee,236103.0,104
Texas,1499538.0,626
Utah,72745.0,40
Virginia,308322.0,120
Washington,731526.0,311
Wisconsin,116974.0,73
