category,month,total_sales,total_profit
Furniture,Sep,273455.0,47363.0
Furniture,Oct,242981.0,44506.0
Furniture,Mar,309714.0,54256.0
Office Supplies,Feb,727777.0,128183.0
Technology,Jul,287630.0,51378.0
Office Supplies,Dec,901553.0,159932.0
Furniture,Aug,271690.0,48553.0
Office Supplies,Jul,751488.0,132281.0
Office Supplies,Jun,703582.0,125121.0
Technology,Sep,228092.0,39563.0
Technology,Dec,306936.0,53758.0
Technology,Jun,315149.0,57019.0
Office Supplies,Jan,845725.0,152866.0
Technology,Aug,296766.0,51077.0
Technology,Oct,341137.0,56991.0
Technology,Jan,299534.0,55462.0
Office Supplies,Mar,783788.0,133106.0
Office Supplies,Aug,708447.0,128225.0
Office Supplies,Sep,748298.0,129791.0
Office Supplies,Oct,789374.0,136767.0
Furniture,Nov,265478.0,45430.0
Office Supplies,Nov,741807.0,127520.0
Technology,May,289963.0,50155.0
Furniture,Feb,214100.0,39366.0
Office Supplies,Apr,730907.0,129182.0
Furniture,Jan,259905.0,46004.0
Furniture,Jun,261555.0,45170.0
Technology,Nov,316802.0,56588.0
Technology,Mar,272522.0,48028.0
Technology,Feb,268968.0,45225.0
Furniture,Apr,301022.0,54263.0
Technology,Apr,291841.0,50872.0
Furniture,Dec,288150.0,51865.0
Office Supplies,May,796092.0,141994.0
Furniture,Jul,241912.0,42294.0
Furniture,May,268373.0,48738.0
