region,month_name,total_sales
South,Mar,292854.0
South,Jan,252421.0
East,Apr,432362.0
East,Nov,419531.0
Central,May,365236.0
East,Mar,380379.0
Central,Oct,309023.0
South,Nov,218930.0
Central,Apr,326195.0
South,Jul,209998.0
Central,Mar,349291.0
East,Jan,412784.0
West,Apr,410766.0
East,Sep,379953.0
South,Sep,253352.0
West,Aug,393013.0
Central,Nov,337324.0
South,Feb,251897.0
West,Mar,419135.0
South,Dec,289599.0
East,Feb,354906.0
West,Dec,502520.0
West,Sep,384829.0
Central,Sep,306748.0
South,Aug,270094.0
East,Jun,333827.0
West,Jan,477663.0
South,Apr,228261.0
Central,Dec,351165.0
West,Oct,436912.0
Central,Jun,329593.0
Central,Aug,279229.0
East,Oct,442233.0
West,Jun,456077.0
West,Jul,404007.0
West,Nov,429130.0
East,Dec,419282.0
South,Jun,247236.0
East,Jul,403628.0
East,May,357724.0
South,Oct,262753.0
Central,Jul,340144.0
Central,Jan,346608.0
East,Aug,401455.0
Central,Feb,316318.0
South,May,259652.0
West,May,457321.0
West,Feb,347616.0
