segment,month_name,total_sales,total_profit
Corporate,Oct,396661.0,69276.0
Home Office,Jul,266482.0,46331.0
Consumer,Jul,605473.0,106284.0
Corporate,Mar,372142.0,63275.0
Consumer,Nov,583017.0,100580.0
Home Office,Aug,207298.0,34872.0
Consumer,Aug,656118.0,119589.0
Corporate,Aug,347720.0,61484.0
Home Office,Apr,214142.0,38229.0
Consumer,Jun,632847.0,112114.0
Consumer,May,618604.0,110041.0
Home Office,Sep,191597.0,32042.0
Corporate,Jul,332884.0,60608.0
Corporate,Dec,465306.0,84693.0
Corporate,May,405248.0,71247.0
Corporate,Apr,387019.0,67424.0
Home Office,May,232085.0,43226.0
Home Office,Jan,256910.0,46689.0
Home Office,Jun,213584.0,38938.0
Consumer,Sep,637236.0,110922.0
Home Office,Mar,258165.0,42394.0
Consumer,Apr,652090.0,116705.0
Home Office,Nov,232541.0,40613.0
Home Office,Oct,260271.0,45395.0
Consumer,Dec,704486.0,126392.0
Corporate,Nov,426375.0,74034.0
Corporate,Sep,343095.0,60113.0
Corporate,Feb,360999.0,61626.0
Home Office,Feb,213149.0,38033.0
Consumer,Mar,659663.0,116245.0
Consumer,Oct,658063.0,113520.0
Corporate,Jan,433782.0,76338.0
Consumer,Jan,645314.0,118697.0
Corporate,Jun,360540.0,64383.0
Home Office,Dec,244813.0,41593.0
Consumer,Feb,584963.0,103674.0
