region,month_name,total_sales
South,Mar,217798.0
South,Jan,191454.0
East,Apr,306686.0
East,Nov,319977.0
Central,May,269396.0
East,Mar,286628.0
Central,Oct,239246.0
South,Nov,167446.0
Central,Apr,259523.0
South,Jul,149345.0
Central,Mar,283725.0
East,Jan,300722.0
West,Apr,298821.0
East,Sep,277684.0
South,Sep,193521.0
West,Aug,282912.0
Central,Nov,262346.0
South,Feb,208747.0
West,Mar,325903.0
South,Dec,218225.0
East,Feb,282930.0
West,Dec,370588.0
West,Sep,294186.0
Central,Sep,248864.0
South,Aug,195942.0
East,Jun,251156.0
West,Jan,362510.0
South,Apr,170376.0
Central,Dec,279002.0
West,Oct,336578.0
Central,Jun,240954.0
Central,Aug,218204.0
East,Oct,336909.0
West,Jun,306304.0
West,Jul,312072.0
West,Nov,306418.0
East,Dec,323300.0
South,Jun,183749.0
East,Jul,289812.0
East,May,272784.0
South,Oct,205945.0
Central,Jul,240616.0
Central,Jan,260328.0
East,Aug,313875.0
Central,Feb,241640.0
South,May,197169.0
West,May,313075.0
West,Feb,252164.0
